SaleID,DateKey,ProductKey,CustomerKey,BranchKey,Quantity,TotalAmount
13110,20260401,131,5814,1,6,4924.85
13686,20260206,142,5156,1,6,2163.7
1011,20260221,185,6062,2,2,651.24
8635,20260426,196,6448,2,3,4262.95
7589,20260301,170,5722,1,1,1317.67
4190,20260322,191,5542,2,3,4623.12
14954,20260214,107,5161,2,1,4746.02
10529,20260430,101,5049,1,4,-4788.33
9825,20260215,101,5050,2,2,-3986.52
5146,20260216,161,6425,1,5,4294.05
8938,20260228,104,6307,2,1,3735.69
9616,20260417,197,5118,1,5,1042.21
8701,20260402,123,6368,2,1,4246.71
3801,20260221,134,6064,2,2,3076.34
10382,20260304,111,6207,2,4,1911.23
3746,20260328,173,5509,1,3,3044.03
9074,20260415,103,5174,2,4,3702.07
11362,20260222,172,5670,1,5,3809.94
8049,20260311,139,5156,2,1,2947.88
1386,20260308,129,5130,1,4,2018.04
10183,20260213,148,5739,2,4,4371.57
4873,20260213,188,5858,1,6,1295.1
736,20260216,122,6303,1,6,3515.11
5713,20260315,132,5711,1,3,1374.08
5423,20260223,113,5858,2,3,4553.91
4013,20260325,134,5339,2,6,1128.05
2859,20260410,167,5508,1,3,4087.71
9897,20260428,167,5551,2,2,3445.36
4537,20260309,123,5292,2,4,3867.97
4581,20260422,115,5577,2,5,4626.66
7656,20260206,104,5644,1,1,4109.75
5999,20260331,133,5616,1,6,2437.81
885,20260416,166,5363,1,6,4168.6
9027,20260227,154,6165,2,4,599.18
3234,20260425,195,5400,2,2,4058.19
5602,20260222,127,5525,2,2,1506.32
2418,20260419,112,5397,2,6,985.69
5359,20260321,112,6111,2,2,4349.92
11010,20260302,161,5249,2,3,1015.16
4949,20260430,195,5237,2,3,4205.53
5934,20260425,177,5369,1,5,3828.18
2920,20260312,175,6382,2,5,2559.89
10839,20260311,199,5823,2,5,2498.97
5599,20260219,176,5268,1,6,1292.45
3699,20260209,133,6203,2,6,1049.81
12168,20260218,185,5259,2,1,2161.08
9956,20260328,158,5314,1,4,3228.66
14085,20260317,119,5255,1,4,2675.35
6881,20260313,163,6186,2,3,803.52
9159,20260410,162,5020,1,6,1072.82
10217,20260319,115,5913,1,5,1418.75
4402,20260423,164,6365,2,6,3929.2
10805,20260205,190,6320,2,1,1757.94
5932,20260423,169,5092,1,5,3396.64
1523,20260424,164,5740,2,5,3749.61
11307,20260329,125,5967,1,4,4326.27
2563,20260315,9999,5161,1,2,3044.31
2129,20260331,106,5274,2,4,3847.66
1087,20260207,125,5657,1,2,723.34
1963,20260414,188,6426,1,5,4427.18
5621,20260313,186,5478,2,2,3025.37
14991,20260323,9999,5527,1,5,3967.42
12838,20260330,139,5551,1,3,3770.91
3066,20260206,140,5057,2,1,4800.7
12723,20260305,111,5192,1,6,3068.23
13287,20260329,132,6395,1,4,3094.57
3616,20260216,110,5212,1,2,2348.31
11374,20260306,189,5086,1,5,4690.35
12364,20260306,102,5392,1,6,4453.03
8291,20260211,136,5395,2,5,2558.57
9069,20260410,160,6174,1,4,2399.13
1347,20260428,189,5369,2,5,547.6
8770,20260312,200,5635,1,6,1456.04
11194,20260306,149,5926,1,6,2512.52
3571,20260402,114,5542,1,5,4728.46
1122,20260314,105,6170,2,6,2704.59
1534,20260204,136,6462,2,6,4744.51
2944,20260405,120,6370,1,3,4455.85
11829,20260311,170,5779,2,2,4894.11
9361,20260201,200,5874,1,5,2391.08
7013,20260424,124,5307,1,5,2498.55
6889,20260321,147,5815,1,1,3844.02
11337,20260428,200,5607,2,1,1511.32
12465,20260317,131,5385,2,5,4091.44
14943,20260203,135,6265,1,4,4316.64
4246,20260216,184,6406,2,4,3351.72
1633,20260213,122,6032,2,3,4450.54
4063,20260213,134,6218,1,5,2934.69
9376,20260216,157,5463,2,2,742.63
13010,20260322,128,5372,2,3,2879.62
11888,20260208,109,6131,1,1,4557.54
12460,20260312,189,6346,1,6,2019.19
5768,20260208,113,6376,1,1,3094.04
3015,20260317,107,5665,2,6,4959.39
10472,20260304,157,6119,1,2,3174.34
3729,20260311,159,5149,2,6,1457.84
13318,20260429,110,5215,2,3,3397.68
3853,20260414,125,5628,1,6,4522.4
6162,20260314,175,6103,2,2,3333.37
100,20260210,9999,6107,1,2,1178.74
12062,20260202,151,5206,1,4,2747.61
8123,20260223,117,5362,1,6,1891.81
14316,20260206,112,5888,2,1,3188.34
11821,20260303,143,6244,2,5,3001.34
8374,20260204,151,5558,2,6,1128.52
1036,20260318,198,6047,2,4,1499.42
14618,20260310,171,5581,2,5,4139.54
1745,20260307,155,5844,1,1,779.87
4897,20260309,127,5741,1,1,2357.51
10476,20260308,168,5383,1,6,4309.17
4011,20260323,195,6411,2,5,3058.08
3920,20260322,193,5231,1,4,3685.63
1587,20260329,195,6025,1,5,3488.98
8901,20260422,146,5272,2,1,1877.61
4666,20260417,194,5713,1,1,1248.01
9605,20260406,174,6353,2,4,2028.91
6551,20260412,115,6109,1,3,2241.58
287,20260217,182,5856,2,1,2322.65
13776,20260206,177,5403,2,2,3294.03
13464,20260326,139,5605,2,5,1353.01
14750,20260421,129,5572,2,5,3633.89
10950,20260401,152,5513,1,2,3509.04
13325,20260205,122,5956,2,3,870.35
14439,20260311,172,5285,2,5,1053.58
1624,20260204,158,5509,2,5,3579.2
13414,20260204,148,5671,2,2,-1232.42
352,20260423,126,5086,2,3,2819.23
14354,20260316,108,6351,2,4,3006.61
3617,20260217,106,5420,2,4,2907.41
567,20260227,149,5152,2,5,2656.56
915,20260215,128,6359,2,3,-2123.59
4550,20260322,124,5927,2,4,1935.08
5782,20260222,179,6433,1,1,3515.36
2958,20260419,152,5579,1,2,1518.01
9225,20260317,121,6032,1,6,3667.67
7835,20260205,112,5848,2,3,2795.87
11002,20260222,150,5140,2,4,632.67
13959,20260209,174,5885,2,6,-3521.37
7744,20260204,116,5316,2,3,3137.56
1580,20260322,104,5503,2,4,2684.22
13888,20260228,171,6313,1,2,3259.99
1399,20260321,139,5713,2,1,3009.7
1531,20260201,176,5209,1,1,2136.69
13881,20260221,107,5468,2,6,3704.42
7794,20260326,127,5472,2,6,3010.99
5351,20260313,116,6173,1,6,4695.83
1625,20260205,159,5176,1,4,1099.42
2526,20260206,119,5074,1,6,2481.25
2228,20260409,144,5910,1,3,1000.7
488,20260310,157,5480,1,1,1130.61
3290,20260322,135,5050,2,2,1556.68
12693,20260203,112,6447,1,4,1909.45
380,20260220,104,5740,2,4,4116.48
11276,20260226,106,5553,2,5,4108.5
2969,20260430,159,6359,1,6,4352.96
5041,20260201,122,5502,2,1,683.32
14594,20260214,137,5636,1,6,3980.36
7306,20260216,171,5467,1,4,1753.24
358,20260429,167,5547,1,6,2410.25
10158,20260419,172,5187,2,1,836.37
8300,20260220,106,6419,1,5,3266.28
10876,20260417,130,5481,2,1,946.11
48,20260320,141,5489,2,4,1088.95
6313,20260213,111,5681,2,3,1381.0
11657,20260319,173,5950,2,5,3093.18
13568,20260409,151,5300,2,2,1516.11
709,20260420,150,5282,2,2,3391.94
6299,20260430,116,6002,2,3,4445.71
3955,20260426,109,6342,1,2,3720.53
837,20260227,118,5858,1,5,3734.45
11545,20260225,138,5733,2,2,900.55
2343,20260203,193,6000,2,4,2406.82
5730,20260401,131,6476,2,5,3090.69
12131,20260412,107,5190,2,3,1493.92
12437,20260217,114,5795,2,5,3801.73
7542,20260413,164,6284,1,3,1898.67
7404,20260224,154,5467,2,5,2015.68
6339,20260311,124,6469,1,3,3546.01
4961,20260211,179,5676,1,3,2974.78
12361,20260303,149,5144,2,5,1263.75
13620,20260302,180,6005,2,6,3544.49
14571,20260422,196,5306,1,3,4479.38
10369,20260219,196,6244,1,1,3202.97
12588,20260419,194,6086,2,2,3592.99
4392,20260413,199,5907,1,6,3271.77
8133,20260305,135,6254,2,1,1323.38
13437,20260227,189,6316,2,6,4388.71
4901,20260313,154,5775,1,1,1178.67
8608,20260330,109,5065,1,4,2684.85
6082,20260324,197,6377,2,5,1047.01
7014,20260425,144,6386,1,4,968.83
4059,20260209,179,5200,2,3,3426.29
6770,20260220,104,5541,2,1,4430.11
4922,20260403,136,5067,1,2,1840.16
10991,20260211,200,5658,1,6,1934.08
11493,20260404,166,5139,1,2,4590.95
8684,20260316,102,6454,1,2,4348.15
4316,20260427,177,5473,2,4,2568.19
4744,20260405,163,6164,1,3,2060.23
13930,20260411,113,5264,1,1,3849.86
3839,20260331,123,5702,2,3,1630.43
1255,20260426,127,6183,2,3,797.96
4756,20260417,128,5017,2,2,2689.73
1476,20260308,194,5869,2,2,4259.8
14383,20260414,198,5767,1,4,3918.56
12315,20260416,112,6009,1,1,3580.93
13925,20260406,140,5208,1,6,2519.94
4867,20260207,109,6018,2,6,1961.43
11157,20260428,103,5252,2,4,3108.67
14343,20260305,146,5840,2,4,1507.97
11095,20260225,135,5861,1,1,4117.34
3939,20260410,194,5311,1,2,1208.32
10664,20260316,189,6121,2,4,4180.78
305,20260307,165,5309,1,4,965.76
2324,20260415,149,5534,1,3,873.34
8994,20260425,104,5903,1,6,2065.01
10916,20260226,148,5027,1,5,3360.63
14413,20260213,171,6313,1,1,2212.34
6487,20260207,135,5774,2,6,1466.47
14473,20260414,193,5334,2,6,1315.17
13218,20260419,111,5087,1,3,1682.25
11793,20260203,113,5637,1,1,4664.12
6260,20260322,184,5426,1,5,-3147.62
1740,20260302,195,5011,2,3,4923.28
13157,20260217,140,5531,1,3,821.32
12670,20260411,151,6206,2,2,887.88
6581,20260211,134,5520,2,3,2892.69
13994,20260316,150,5712,2,5,1374.04
3275,20260307,177,5585,1,1,3273.67
10846,20260318,148,5803,2,2,971.53
2168,20260208,176,6427,1,5,2549.48
1394,20260316,101,5368,1,6,3432.9
5525,20260307,114,6043,2,5,3983.1
2544,20260224,142,5542,1,4,2582.26
12802,20260222,107,6241,1,4,4364.71
7521,20260323,108,5696,1,1,3316.72
6007,20260408,119,6209,2,3,3357.21
1271,20260211,135,5306,1,3,1015.07
2141,20260412,179,5372,1,5,3330.09
13550,20260322,168,6393,2,5,3045.7
6804,20260326,101,5148,2,4,4773.58
13562,20260403,184,6082,1,2,4335.18
6265,20260327,143,6341,2,3,1607.01
14712,20260314,9999,5969,1,2,-3144.39
6787,20260309,135,5056,1,2,4360.33
9943,20260315,194,5491,2,5,3418.11
6905,20260406,123,5426,1,1,1444.12
11710,20260210,110,6323,1,4,2012.92
11275,20260225,122,5303,1,4,2722.09
8935,20260225,171,5295,1,2,4322.73
14785,20260225,196,5946,2,4,4774.92
8599,20260321,165,5085,2,1,3703.54
14469,20260410,113,5322,2,6,4324.62
7945,20260225,142,5431,2,5,4494.83
2391,20260323,157,5559,2,1,721.1
9484,20260306,182,5195,1,5,2058.48
7064,20260316,112,5072,1,1,3543.29
9560,20260220,117,5050,2,2,4579.36
13919,20260331,117,5216,1,2,4616.44
9932,20260304,179,6041,1,5,3064.63
7043,20260223,120,5817,1,5,1113.49
12521,20260211,9999,5783,1,1,4753.0
12405,20260416,130,5645,2,5,829.72
8216,20260226,106,6397,2,4,1158.06
6052,20260222,179,5763,1,1,4489.69
6978,20260320,140,5447,2,6,675.24
13302,20260413,142,6461,2,1,3690.85
6271,20260402,112,6122,1,6,4490.29
7454,20260415,129,6056,2,3,3871.44
7272,20260413,169,5781,1,1,1881.12
12369,20260311,143,6439,1,6,3591.8
4124,20260415,170,5125,1,5,4028.17
1140,20260401,137,6221,1,5,1107.89
5293,20260414,117,5410,1,2,3222.06
7748,20260208,151,5739,1,1,4738.61
12715,20260225,9999,5463,2,1,1285.29
10264,20260204,119,5848,1,1,988.94
11274,20260224,175,5309,1,5,1501.35
5529,20260311,112,5770,2,1,2974.96
829,20260219,117,5433,1,5,2770.85
14683,20260213,143,6408,1,6,4994.91
3754,20260405,193,5468,1,3,3515.66
7641,20260422,157,5161,2,3,4288.82
12037,20260408,156,5380,1,1,2522.86
12215,20260406,170,6323,1,2,1352.03
1262,20260202,105,5414,1,4,2776.98
4442,20260304,104,6050,2,2,1549.29
8582,20260304,182,5359,2,5,3585.44
7248,20260320,109,5562,1,5,2393.85
11624,20260214,120,5335,2,1,1238.76
9821,20260211,9999,5319,1,2,4158.21
11514,20260425,194,6191,2,3,4389.38
14428,20260228,107,5564,1,5,2282.58
2590,20260411,141,5366,1,1,4162.94
14005,20260327,109,5334,1,3,2117.27
7325,20260307,149,6460,1,1,4997.11
9404,20260316,187,5410,1,3,1335.17
11844,20260326,130,5663,1,3,4532.21
5407,20260207,121,5282,1,5,4874.76
2803,20260213,148,5623,2,3,2531.75
6424,20260306,156,5718,2,3,-3120.57
5795,20260307,154,5452,2,1,874.07
2685,20260416,122,5974,1,3,850.04
9903,20260203,114,5094,2,1,3322.39
8818,20260429,193,6172,2,1,3973.52
3308,20260409,148,6124,2,5,3456.01
13899,20260311,126,6495,2,5,4668.52
4863,20260203,135,6319,1,2,3678.53
9738,20260218,110,5543,1,4,2119.76
477,20260227,118,6314,2,3,4967.85
11397,20260329,138,6446,1,5,4305.55
4562,20260403,144,5199,1,2,3757.33
8197,20260207,161,5309,1,1,3023.49
2010,20260302,149,6251,1,3,4428.85
4116,20260407,126,5158,1,2,4750.09
9595,20260327,152,5967,1,2,2130.0
8789,20260331,137,6181,2,4,4766.11
4707,20260227,200,6059,2,5,3879.87
340,20260411,164,6223,1,6,2819.19
3805,20260225,130,6173,2,6,603.13
7515,20260317,147,6019,1,2,890.32
1684,20260405,190,5386,1,2,2665.03
4985,20260307,155,5514,1,1,2503.94
795,20260416,140,6460,2,4,4529.67
10042,20260324,128,6354,1,3,4578.43
14443,20260315,128,5926,1,1,1712.3
10310,20260322,150,6021,1,1,3556.28
1035,20260317,164,6177,2,4,1322.92
1455,20260215,148,5591,1,2,2089.04
11147,20260418,120,6359,2,1,781.98
1535,20260205,146,5975,2,4,2801.37
8930,20260220,150,5656,2,2,1542.2
9354,20260425,151,5825,2,5,4180.12
7485,20260215,185,6409,1,1,4466.63
10328,20260409,110,6098,1,4,1812.37
5050,20260210,135,5554,1,2,4458.67
3099,20260311,163,5520,1,6,3616.35
169,20260420,187,6179,1,6,4196.4
9842,20260304,103,5865,1,6,2523.14
1494,20260326,110,6053,1,6,1324.61
7059,20260311,184,5212,1,4,4221.55
9090,20260501,168,5698,1,2,3403.46
2967,20260428,196,5573,2,3,4985.09
435,20260416,193,5561,2,1,3080.65
13845,20260416,129,5864,2,5,4729.95
13998,20260320,154,5614,2,4,534.89
10841,20260313,184,6283,2,3,1768.15
4314,20260425,143,5097,2,3,2281.43
11815,20260225,126,6037,1,6,-2778.17
13442,20260304,139,6219,1,5,2845.36
4078,20260228,132,5842,1,1,2816.01
14563,20260414,173,5513,2,4,4902.28
13394,20260415,174,6366,2,1,2579.53
3781,20260201,112,6008,2,4,4653.91
5387,20260418,191,5610,1,2,4540.13
7535,20260406,188,6059,1,5,990.72
926,20260226,110,6406,1,1,2566.51
9103,20260213,111,6450,2,5,3321.7
7337,20260319,193,5417,1,5,3409.64
13573,20260414,165,5574,2,6,2181.78
11098,20260228,126,5381,1,6,4470.62
9101,20260211,165,6195,2,3,1814.27
1108,20260228,141,6144,2,4,3799.35
1054,20260405,116,5720,1,5,3091.53
8607,20260329,9999,6107,1,6,1212.56
4216,20260417,194,5181,1,4,1409.83
13830,20260401,153,5941,2,4,998.48
10897,20260207,156,5790,1,6,2243.19
1023,20260305,199,5499,2,4,3567.18
14702,20260304,136,6155,1,3,1793.03
10674,20260326,132,5112,1,3,2477.61
6670,20260210,135,6170,1,5,1384.04
5026,20260417,121,6173,1,4,1499.94
8604,20260326,139,5512,2,6,4119.53
6078,20260320,149,5124,1,5,-1897.27
2513,20260424,108,5488,1,1,3148.78
4245,20260215,144,5440,1,3,4849.76
6422,20260304,167,6379,1,5,4012.81
2202,20260314,137,5732,1,5,2001.76
7822,20260423,184,5606,2,3,3281.61
14007,20260329,178,5746,1,3,4176.45
7979,20260331,104,5222,2,3,4505.13
4514,20260214,104,5444,2,6,4630.55
4673,20260424,124,6197,2,2,3565.71
12528,20260218,128,5313,2,5,4911.7
9751,20260303,182,6213,1,1,2130.71
469,20260219,122,5672,2,1,3561.33
3370,20260312,189,6003,2,5,2826.49
13153,20260213,124,5349,1,2,2813.1
11104,20260306,154,5650,1,1,4589.46
13779,20260209,159,5167,1,4,3805.76
13409,20260430,136,5554,1,2,661.34
4979,20260301,130,6086,1,2,4499.0
13138,20260429,147,5096,1,5,4521.08
6283,20260414,162,6394,1,5,2907.63
6598,20260228,170,6141,1,4,520.2
3480,20260401,131,5997,2,4,3147.9
12880,20260210,155,6288,2,1,2008.45
5793,20260305,170,5729,1,1,4410.52
14075,20260307,142,5767,2,6,3441.12
13216,20260417,149,6431,2,3,1726.55
6726,20260407,146,5883,1,3,3509.76
5196,20260407,165,6352,2,5,1327.33
519,20260410,128,6036,2,3,772.03
440,20260421,172,6426,2,2,991.52
2862,20260413,136,5188,1,6,4238.12
11145,20260416,132,6434,2,2,1954.36
11286,20260308,185,6329,2,3,1821.89
12573,20260404,130,6242,1,2,1073.27
14382,20260413,136,6452,2,6,1732.47
9939,20260311,145,5776,2,1,3427.95
14482,20260423,109,6075,2,1,2453.51
8383,20260213,200,5411,2,6,3907.44
10110,20260302,121,6283,2,4,1196.09
2381,20260313,127,6210,2,3,3688.31
28,20260228,186,5995,1,5,1095.4
11627,20260217,124,5471,2,2,696.05
6956,20260226,164,5576,2,1,3832.13
903,20260203,171,5111,1,6,1631.04
5036,20260427,192,5212,1,5,709.06
4852,20260423,177,6208,2,6,1486.03
13790,20260220,160,6208,1,2,3688.99
2609,20260430,134,5963,1,4,-4162.41
11966,20260427,183,6181,2,2,4909.37
9233,20260325,164,6031,2,3,4892.37
12194,20260316,116,6381,1,5,876.4
2532,20260212,107,6353,2,1,2936.97
3703,20260213,131,6216,1,6,3554.52
12849,20260410,197,6403,1,1,1952.25
2110,20260312,125,5015,2,6,2904.46
11414,20260415,197,5682,2,2,3224.73
6221,20260211,138,5535,1,2,1778.39
2345,20260205,150,5880,1,5,2088.12
14666,20260427,145,6372,2,2,1197.9
7884,20260326,103,5241,1,5,4487.68
11319,20260410,180,5571,2,3,1210.11
8086,20260417,129,6380,2,3,1770.87
2413,20260414,102,5723,2,6,2001.82
12927,20260329,181,6143,2,6,3322.3
1062,20260413,200,5744,2,4,1252.93
6587,20260217,162,6142,2,5,-2885.15
2716,20260216,112,5239,1,2,3782.98
14875,20260225,126,5650,2,4,4843.42
7096,20260417,159,6482,1,6,1737.49
5385,20260416,122,6278,2,2,3335.79
12133,20260414,172,6302,1,4,2543.42
3509,20260430,197,6161,1,1,4411.28
11989,20260219,197,5919,2,1,3542.42
5338,20260228,154,5286,2,5,2403.76
9296,20260226,165,5918,1,1,2740.17
5222,20260202,152,5950,2,3,3133.88
7991,20260412,193,5516,2,2,4742.01
6791,20260313,196,6260,2,1,1336.2
3144,20260425,126,5309,2,3,2608.61
14720,20260322,148,5556,2,4,635.47
5466,20260407,136,5340,2,4,4273.9
3861,20260422,168,5200,1,4,2512.97
5454,20260326,146,6087,1,3,2842.63
8958,20260320,196,6426,1,3,3414.02
14158,20260228,199,6203,1,2,4619.13
2013,20260305,190,5510,2,4,3282.58
5864,20260214,195,6460,1,6,1396.43
6843,20260203,196,6277,1,2,4764.01
124,20260306,145,6092,2,6,2167.57
11563,20260315,103,5023,1,6,1513.92
10658,20260310,103,6011,1,1,4227.05
2933,20260325,154,5392,1,1,4099.06
12407,20260418,153,6025,2,4,978.75
11263,20260213,176,5367,2,1,2017.96
8125,20260225,132,5749,1,5,1694.81
274,20260204,140,6478,2,5,3183.01
3563,20260325,134,5684,2,1,1321.79
3039,20260410,189,5276,2,6,1611.03
3648,20260320,169,5475,1,2,4586.01
2630,20260220,103,6480,1,4,906.14
9293,20260223,193,6127,2,4,3343.85
5981,20260313,134,5354,2,6,3697.64
4818,20260320,161,5838,1,6,2595.28
2610,20260501,194,6018,2,2,1393.58
11958,20260419,104,6106,2,6,3558.7
4851,20260422,134,5796,1,1,727.98
3647,20260319,184,6190,1,1,-2830.79
14699,20260301,196,5219,2,2,2560.33
4631,20260313,169,5219,2,3,3993.83
8226,20260308,107,5149,1,3,3087.46
