SaleID,DateKey,ProductKey,CustomerKey,EmployeeKey,BranchKey,ChannelKey,Quantity,UnitPrice,TotalAmount
11596,20260417,106,5432,18,1,2,1,406.75,815.95
10582,20260324,200,5154,12,2,3,6,2228.22,3731.16
14868,20260218,192,5858,19,2,1,2,1720.15,2489.13
14425,20260225,139,5712,13,1,1,1,496.9,1981.29
3025,20260327,159,5532,13,2,1,4,2322.03,3570.08
252,20260413,106,6154,21,2,2,4,654.27,943.73
12147,20260428,189,5662,14,2,3,3,1218.29,3083.96
11439,20260209,104,5759,6,1,1,1,1412.75,2018.0
7093,20260414,158,5289,2,2,1,5,1432.08,3257.86
933,20260305,105,5964,9,1,3,4,1447.43,4978.41
7218,20260218,113,6022,2,1,3,6,2390.01,4930.36
3685,20260426,178,5596,8,1,3,4,2251.49,3245.38
8369,20260430,127,5623,17,1,2,2,2563.39,3560.68
9479,20260301,200,6459,2,2,3,4,1333.23,2842.49
11725,20260225,111,5841,23,2,2,4,1343.15,3323.5
7418,20260310,196,6002,22,2,1,3,1222.45,1611.67
10505,20260406,123,6387,10,1,1,2,1194.52,3459.21
10516,20260417,185,5981,18,2,2,6,2606.82,3313.31
13510,20260210,124,6030,4,1,2,5,1248.55,1267.77
7173,20260404,149,6251,16,2,1,6,1709.1,4033.21
3329,20260430,176,6253,16,2,1,2,2324.02,4249.35
5024,20260415,155,5591,8,1,1,1,2353.77,4650.47
2215,20260327,130,5659,12,1,2,3,2371.79,4033.13
2217,20260329,153,6234,20,2,3,3,2287.66,576.47
14796,20260308,176,5614,11,2,2,3,2073.82,1386.41
2860,20260411,105,5683,8,2,3,5,472.68,1378.56
4025,20260406,198,6235,15,1,2,4,595.47,2686.7
2761,20260402,193,5302,8,2,1,6,850.3,3080.32
3291,20260323,179,5387,8,1,3,3,1104.0,1455.88
10044,20260326,166,5330,5,1,2,2,2030.27,2806.7
2627,20260217,157,5936,15,2,2,5,630.29,2917.71
4610,20260220,141,5001,1,1,3,3,2284.97,2668.64
13284,20260326,200,5816,18,1,2,6,1374.16,3965.4
12473,20260325,141,5500,12,2,2,1,734.36,2408.13
11740,20260312,122,5989,24,2,3,3,1284.54,-3063.66
6662,20260202,147,6342,20,2,2,5,1070.58,1301.74
13940,20260421,148,5602,22,1,3,1,776.22,3787.14
7360,20260411,129,6424,21,1,1,3,991.56,3859.72
3205,20260327,156,5026,10,1,1,3,1660.46,719.85
11753,20260325,139,6218,22,1,3,4,1720.23,4770.26
6127,20260207,135,6094,8,1,2,4,2560.17,1932.44
14630,20260322,189,5486,12,2,3,4,1972.0,3826.48
2679,20260410,198,6036,6,1,2,1,636.81,2711.26
3709,20260219,108,5869,19,1,1,5,2397.42,1582.25
9988,20260429,108,5880,7,2,3,3,900.69,3305.89
2806,20260216,130,5364,18,1,3,5,2543.1,3529.29
1454,20260214,127,5715,23,2,3,1,818.79,1181.31
14422,20260222,160,5518,18,1,3,4,1318.98,874.25
10000,20260210,148,5746,4,1,1,1,2314.35,3335.52
2320,20260411,120,6278,19,2,3,4,2124.5,1192.62
13883,20260223,186,6330,12,1,3,2,562.05,3750.42
12609,20260209,199,5449,20,2,2,3,1542.46,1994.62
7334,20260316,173,5775,2,1,3,5,2437.6,4754.63
3652,20260324,178,5918,20,2,1,1,1738.48,4943.46
2289,20260311,169,5539,3,1,1,2,1489.28,901.34
3624,20260224,149,6398,23,2,1,4,1897.94,4807.35
13619,20260301,191,5613,1,1,1,6,2637.08,636.35
4879,20260219,181,6347,13,1,1,5,1446.66,4373.33
1714,20260204,174,6377,5,2,1,2,2239.35,4036.15
14506,20260216,129,5432,16,1,2,5,1797.58,2512.93
3590,20260421,198,5192,19,1,2,1,2379.69,4861.06
9467,20260217,170,5092,12,2,3,4,2420.69,3157.06
5156,20260226,194,5784,6,2,3,3,1400.97,1322.92
12595,20260426,104,6399,6,2,3,5,2560.4,4645.25
13674,20260425,196,5818,24,2,2,2,2579.29,4907.2
3670,20260411,194,5308,11,1,1,6,1617.22,4260.26
14325,20260215,158,5196,7,2,3,1,2053.61,3989.99
13525,20260225,178,5355,6,2,3,1,2619.25,2429.97
8385,20260215,132,6060,13,1,2,2,2210.57,4976.04
14211,20260422,141,5473,12,2,3,2,2761.16,831.99
4388,20260409,162,6477,18,2,3,4,2768.0,4458.11
9124,20260306,133,5916,23,1,3,2,2723.02,896.13
7895,20260406,122,6463,17,2,1,1,412.11,4567.99
1490,20260322,140,6133,7,1,2,6,2359.31,1138.83
1607,20260418,165,5839,6,1,2,3,1745.34,1029.72
8595,20260317,124,5918,9,2,3,4,1060.37,2351.7
8529,20260410,139,6318,21,2,3,1,1539.34,4624.25
1403,20260325,159,5384,9,1,2,6,1674.12,2083.81
9388,20260228,156,5771,12,2,2,2,2538.32,-2416.94
3520,20260210,120,6065,20,2,1,4,560.03,718.12
3298,20260330,154,6487,17,1,2,4,2628.59,3785.51
1007,20260217,195,6002,1,1,3,3,562.15,701.07
2792,20260202,167,5671,24,2,3,4,1076.25,4415.97
2705,20260205,149,5674,10,1,1,5,2013.07,4035.37
5614,20260306,123,5797,1,1,1,2,937.82,3757.97
14031,20260422,144,5971,7,1,1,3,1474.06,1503.68
5684,20260214,198,5079,19,2,1,6,1852.37,2016.03
12288,20260320,177,5741,9,1,2,4,625.69,3034.67
5401,20260201,196,5221,22,1,1,6,1002.24,2043.27
2358,20260218,128,5355,23,1,3,2,857.02,783.12
14681,20260211,153,6383,22,1,3,6,2210.71,2590.2
291,20260221,117,6216,8,2,1,1,2069.43,-4176.99
12535,20260225,123,5123,15,2,2,4,713.14,3451.57
5909,20260331,177,5489,16,2,1,3,1958.76,2549.05
13819,20260321,176,5555,13,2,1,2,2323.05,4601.93
6595,20260225,132,5761,23,1,3,5,1112.97,1672.48
89,20260430,143,5135,11,1,3,6,1327.75,1633.98
12999,20260311,124,5086,17,2,2,6,1186.66,1027.93
2233,20260414,176,5646,23,1,2,6,932.51,1136.37
8274,20260425,117,5650,24,1,1,5,1581.62,4367.98
9323,20260325,195,6070,17,2,3,5,2421.94,4210.11
7965,20260317,200,6422,13,2,1,3,426.01,3230.85
9038,20260310,120,5350,7,1,3,4,2729.15,1642.86
11409,20260410,145,6330,6,1,3,2,886.63,514.98
8392,20260222,183,5639,21,1,3,5,2450.15,1397.39
11750,20260322,199,5991,5,2,2,2,2788.05,3226.5
1057,20260408,114,5026,20,1,3,2,2570.49,1066.92
904,20260204,188,5505,9,1,2,4,2117.61,4196.14
14221,20260201,140,5224,11,2,3,5,2294.43,627.4
13627,20260309,130,5192,11,1,3,1,763.14,4279.09
2040,20260401,129,5496,15,1,1,2,1070.73,514.26
1612,20260423,191,5588,6,2,1,5,1157.3,1516.82
14520,20260302,145,6414,2,2,2,3,1960.07,1251.9
737,20260217,123,6212,24,1,3,4,1287.44,1289.3
5964,20260224,110,6019,9,1,3,4,2041.03,2664.62
11876,20260427,154,6454,10,2,3,1,1198.57,3586.49
7309,20260219,9999,5443,21,1,2,5,2307.17,2513.44
9053,20260325,110,6367,14,2,1,3,2075.99,4338.41
6178,20260330,134,5269,4,1,3,2,1416.81,2776.64
13556,20260328,179,6339,1,2,2,6,2259.11,803.94
2865,20260416,157,6417,10,2,2,6,910.5,1973.47
10057,20260408,150,5584,10,1,2,3,2682.13,2097.17
1419,20260410,177,5992,4,2,3,5,2147.72,593.27
5915,20260406,113,5865,22,1,1,5,756.61,1577.09
4149,20260209,119,5034,24,1,1,3,1670.21,4825.96
13110,20260401,191,5711,1,2,3,6,714.32,4547.37
13686,20260206,158,5198,9,1,3,4,1389.32,4569.25
1011,20260221,106,6374,15,2,3,1,2478.29,3682.44
8635,20260426,107,5612,7,1,1,5,821.36,4935.22
7589,20260301,147,5781,20,1,2,4,2657.88,991.29
4190,20260322,130,5134,23,1,2,4,2621.1,2284.6
14954,20260214,185,5023,5,2,1,2,2310.99,4913.82
10529,20260430,144,6032,16,1,1,2,457.4,2538.54
9825,20260215,185,5073,11,1,3,3,2492.89,1894.81
5146,20260216,170,6459,19,2,3,6,1689.28,3489.33
8938,20260228,114,5253,1,2,2,3,2205.63,2837.99
9616,20260417,114,5239,8,2,3,4,562.0,4745.11
8701,20260402,119,6426,15,1,1,2,1297.03,4645.58
3801,20260221,112,5242,22,2,3,1,2751.7,2374.38
10382,20260304,157,5731,21,1,1,1,1176.99,1753.52
3746,20260328,134,5745,14,2,1,5,1349.03,2022.94
9074,20260415,105,5658,15,1,2,1,440.86,722.47
11362,20260222,141,6358,10,1,1,6,2186.46,730.72
8049,20260311,112,5447,15,2,1,6,401.47,917.81
1386,20260308,137,5269,13,1,3,5,493.89,3401.49
10183,20260213,155,5229,15,1,2,5,551.85,3905.42
4873,20260213,192,6333,3,2,3,2,2788.06,2191.07
736,20260216,136,5517,5,2,2,3,434.09,1001.97
5713,20260315,196,6176,14,1,1,4,1785.18,4372.79
5423,20260223,190,5006,12,2,3,3,1576.92,1791.51
4013,20260325,115,6445,20,2,3,1,696.12,811.18
2859,20260410,190,6170,15,1,2,3,2433.77,3213.66
9897,20260428,114,5169,7,1,2,2,2777.73,2243.93
4537,20260309,147,5941,3,2,2,4,2219.15,3508.86
4581,20260422,148,5407,3,2,1,5,1577.44,640.9
7656,20260206,167,5614,7,2,1,2,639.58,3053.17
5999,20260331,188,6077,9,1,2,4,654.81,4971.88
885,20260416,110,6098,7,2,2,1,1113.57,3080.84
9027,20260227,168,6102,18,1,1,5,1462.47,4635.37
3234,20260425,107,6325,16,2,1,1,1084.14,3145.24
5602,20260222,200,6138,20,2,1,4,2243.33,4767.81
2418,20260419,107,5590,12,2,2,3,878.79,2302.78
5359,20260321,175,5013,1,2,1,3,807.7,4428.6
11010,20260302,121,6150,5,2,1,4,1234.54,1930.8
4949,20260430,197,5519,6,1,3,4,1458.43,677.1
5934,20260425,148,5873,10,1,2,2,919.28,649.94
2920,20260312,101,5550,9,1,1,1,2097.46,2726.37
10839,20260311,199,5442,14,1,3,3,2171.76,4470.7
5599,20260219,143,5509,5,1,1,6,2298.08,4563.26
3699,20260209,120,6130,14,2,1,6,1225.47,3613.55
12168,20260218,122,5546,1,2,1,5,1004.26,2526.21
9956,20260328,120,5770,3,2,2,3,2129.0,2586.68
14085,20260317,170,6026,17,1,2,1,2009.04,3469.91
6881,20260313,117,5528,16,2,3,5,1416.66,690.87
9159,20260410,107,5233,12,1,1,2,2619.07,4522.09
10217,20260319,146,5667,15,2,2,2,2293.69,2881.53
4402,20260423,187,5361,21,2,1,5,1393.26,3419.15
10805,20260205,173,5654,10,2,3,1,412.03,1296.99
5932,20260423,142,5119,5,2,2,4,1819.74,2990.0
1523,20260424,134,6136,23,2,3,1,703.36,653.34
11307,20260329,197,5327,8,2,1,6,1433.01,3315.64
2563,20260315,194,5181,20,1,2,2,2331.46,4149.22
2129,20260331,101,5491,3,2,1,1,2235.76,2018.88
1087,20260207,126,6383,11,2,2,6,2357.36,3575.93
1963,20260414,136,5001,10,2,2,6,1763.47,1217.69
5621,20260313,113,5382,14,1,1,6,2479.38,2138.34
14991,20260323,164,5509,24,2,2,3,431.0,4598.88
12838,20260330,174,6219,8,2,2,5,1185.98,1257.44
3066,20260206,104,5370,24,2,3,5,433.39,4985.98
12723,20260305,109,5052,18,1,1,2,1934.62,818.86
13287,20260329,138,6045,3,2,2,3,1198.77,4241.98
3616,20260216,184,6033,13,1,1,5,547.55,2491.63
11374,20260306,174,5020,11,1,2,5,2583.77,3722.45
12364,20260306,179,5414,24,1,3,5,1244.57,3880.87
8291,20260211,107,5946,12,1,3,4,2098.8,4885.74
9069,20260410,187,5582,24,2,3,6,719.69,1877.74
1347,20260428,177,5334,18,2,2,3,2428.22,3598.48
8770,20260312,193,5059,5,2,3,4,2153.69,3649.4
11194,20260306,138,5948,3,2,3,1,2343.12,583.64
3571,20260402,103,5629,14,1,2,1,2700.58,3103.68
1122,20260314,122,6483,6,1,2,5,658.44,1972.14
1534,20260204,129,5347,10,2,3,1,2618.84,3498.95
2944,20260405,146,5647,4,1,1,4,1381.54,3431.96
11829,20260311,173,6199,16,1,1,6,1459.15,520.8
9361,20260201,155,6123,17,2,3,4,2385.9,3084.63
7013,20260424,153,5295,8,1,1,3,687.57,4834.59
6889,20260321,178,5405,4,1,1,4,2564.18,1839.81
11337,20260428,103,6303,6,2,3,5,717.8,2979.79
12465,20260317,125,5383,1,2,3,3,913.15,4330.98
14943,20260203,111,5868,10,1,2,2,457.63,4714.17
4246,20260216,126,6233,12,2,3,3,2232.74,803.52
1633,20260213,194,5870,20,2,3,1,1232.48,3514.45
4063,20260213,140,6163,12,2,1,5,2361.84,2632.5
9376,20260216,190,5500,20,2,1,3,2772.29,1834.96
13010,20260322,130,6479,2,1,1,1,1450.49,815.49
11888,20260208,155,5360,24,1,3,3,2798.02,4263.01
12460,20260312,102,5156,6,2,3,3,2445.95,1012.7
5768,20260208,116,5877,22,1,1,3,1924.51,3333.59
3015,20260317,157,5698,8,2,3,2,2094.81,601.85
10472,20260304,122,5608,24,1,1,4,493.59,4494.43
3729,20260311,123,5013,5,2,3,5,985.69,2724.65
13318,20260429,122,6229,3,1,1,3,2018.48,1195.48
3853,20260414,127,6335,7,1,3,5,539.65,-645.43
6162,20260314,182,5301,12,1,1,4,1047.36,1164.63
100,20260210,154,5332,7,1,2,1,1938.83,4433.53
12062,20260202,179,6225,13,1,2,2,814.36,3414.79
8123,20260223,187,5954,18,1,3,2,748.0,1460.67
14316,20260206,105,5808,11,1,1,4,1610.55,548.57
11821,20260303,113,6221,9,1,3,3,1276.82,2476.44
8374,20260204,198,5089,19,1,3,5,2547.96,1586.34
1036,20260318,199,6428,1,1,2,3,2646.99,2500.6
14618,20260310,107,5680,12,1,2,6,1628.71,4624.23
1745,20260307,167,5250,6,1,1,4,2177.54,2112.76
4897,20260309,175,6179,7,1,2,2,2027.79,1457.99
10476,20260308,148,6215,10,2,3,2,2439.0,2589.28
4011,20260323,178,6397,1,2,2,5,479.66,3040.52
3920,20260322,140,5903,5,1,3,3,2518.49,4807.91
1587,20260329,136,5366,9,1,1,5,1809.56,3947.24
8901,20260422,147,5507,24,1,1,2,1920.2,4133.54
4666,20260417,140,5606,24,1,1,6,1172.63,1971.21
9605,20260406,132,5043,16,1,3,6,1237.39,3028.28
6551,20260412,194,5461,13,2,3,3,1919.75,3876.61
287,20260217,121,5904,15,1,2,2,2789.67,4592.33
13776,20260206,129,6257,5,2,3,3,2546.47,2976.38
13464,20260326,184,5696,11,2,3,2,591.43,3855.73
14750,20260421,116,5125,19,1,1,3,2294.37,4135.43
10950,20260401,143,5130,5,2,2,6,966.47,1006.29
13325,20260205,167,5146,23,2,3,1,675.51,4974.47
14439,20260311,166,5339,20,2,3,4,671.63,2370.86
1624,20260204,130,6039,4,2,2,3,2689.56,2303.38
13414,20260204,119,5053,7,2,1,5,929.52,2274.04
352,20260423,140,6411,10,1,1,6,404.31,3659.04
14354,20260316,134,6462,1,2,2,3,2252.68,3368.1
3617,20260217,111,5300,3,1,1,6,2458.12,1133.66
567,20260227,168,5171,4,2,3,2,602.35,4692.15
915,20260215,158,5980,24,1,2,2,2049.92,4220.46
4550,20260322,192,5068,15,2,1,6,1314.63,2007.55
5782,20260222,149,5225,24,2,1,5,1790.92,4753.49
2958,20260419,127,5447,1,1,1,1,1716.5,2196.07
9225,20260317,109,6474,20,2,1,4,622.58,1051.65
7835,20260205,120,6410,22,2,3,4,1746.96,4846.99
11002,20260222,190,5939,21,1,2,1,1263.14,2659.44
13959,20260209,125,5378,18,2,2,4,1845.52,2822.17
7744,20260204,169,5471,10,2,3,4,2193.21,2066.38
1580,20260322,161,5948,7,2,3,6,2790.85,4675.29
13888,20260228,103,5600,3,1,3,3,2338.09,4380.33
1399,20260321,198,6081,17,2,2,6,1489.65,1193.0
1531,20260201,168,6188,17,2,2,3,1321.76,3907.85
13881,20260221,132,5281,17,1,1,4,1712.79,1200.62
7794,20260326,180,6345,18,2,1,5,2763.74,3862.16
5351,20260313,154,5586,18,1,3,3,1986.17,2539.25
1625,20260205,104,5336,17,1,2,5,2716.57,4742.81
2526,20260206,162,5566,14,1,1,3,1142.39,4398.6
2228,20260409,194,5048,22,1,2,4,1138.55,4064.42
488,20260310,186,5138,9,1,1,6,1793.43,4781.93
3290,20260322,124,5045,19,1,2,6,2779.78,793.66
12693,20260203,112,6259,15,1,3,3,1629.71,745.62
380,20260220,131,5101,24,2,2,3,448.56,4178.24
11276,20260226,151,5239,17,2,1,5,2135.66,2910.7
2969,20260430,182,5533,22,1,1,3,888.29,3931.88
5041,20260201,183,5352,17,1,2,1,2622.54,2731.27
14594,20260214,152,5190,14,2,3,3,915.59,1836.61
7306,20260216,168,6212,9,1,1,1,1494.55,4246.14
358,20260429,153,6010,13,2,3,4,643.43,2657.7
10158,20260419,167,6099,1,2,3,3,560.53,2039.93
8300,20260220,9999,5941,7,2,3,2,807.59,4832.8
10876,20260417,135,5062,2,1,1,1,2521.75,1980.38
48,20260320,123,5226,22,1,1,1,1259.78,4047.94
6313,20260213,104,5849,7,1,2,1,1314.53,1086.3
11657,20260319,159,5486,24,1,2,4,575.09,2545.49
13568,20260409,165,5808,7,2,3,1,742.06,1685.51
709,20260420,114,5831,23,1,2,5,1958.68,4065.94
6299,20260430,122,6121,17,1,3,5,2535.0,3918.63
3955,20260426,122,5695,7,1,2,3,1887.79,1300.29
837,20260227,132,5059,4,2,2,1,1837.34,2127.92
11545,20260225,133,6440,23,2,1,2,1158.21,3889.25
2343,20260203,197,5979,1,2,2,2,964.02,2814.15
5730,20260401,108,5663,19,1,2,3,1241.63,1009.89
12131,20260412,113,6174,20,1,1,1,2383.44,4924.31
12437,20260217,145,5246,8,1,3,5,1994.39,3536.45
7542,20260413,166,5937,10,2,1,3,1357.87,1189.29
7404,20260224,107,5862,17,2,2,3,2462.83,3808.62
6339,20260311,113,5802,21,1,3,2,2016.73,4583.65
4961,20260211,162,5082,9,1,3,2,1245.48,4613.39
12361,20260303,168,6149,6,2,2,6,1817.43,4118.2
13620,20260302,192,6238,22,2,3,2,828.63,2129.45
14571,20260422,135,5408,14,2,3,4,2652.02,771.54
10369,20260219,168,5225,23,2,2,1,1124.14,3124.5
12588,20260419,200,6001,13,2,1,3,1762.59,1602.74
4392,20260413,143,5601,9,2,3,3,2520.35,3913.21
8133,20260305,193,5438,9,2,3,4,786.16,3714.9
13437,20260227,186,5115,17,2,2,2,1062.76,1039.7
4901,20260313,171,6006,9,2,3,1,672.97,3013.39
8608,20260330,168,6104,20,1,2,6,1546.3,904.18
6082,20260324,101,5567,14,1,1,6,2348.63,4264.44
7014,20260425,160,5646,4,2,2,5,2302.44,4507.58
4059,20260209,130,6479,19,1,1,1,997.86,838.22
6770,20260220,164,5383,11,2,1,1,2438.46,662.15
4922,20260403,144,6453,9,2,3,6,2069.84,1148.39
10991,20260211,101,5662,12,2,3,1,1066.29,2661.89
11493,20260404,174,5793,15,1,3,2,2542.96,4506.56
8684,20260316,106,6322,5,2,3,4,870.9,3784.14
4316,20260427,138,5869,20,2,1,5,983.26,2106.21
4744,20260405,173,6299,16,1,3,2,2790.03,4383.69
13930,20260411,138,5007,7,1,3,4,1580.22,769.69
3839,20260331,138,6317,17,2,1,6,1575.34,2076.25
1255,20260426,143,5624,4,1,3,1,2039.11,3967.09
4756,20260417,126,5022,8,2,3,3,1509.86,2447.87
1476,20260308,179,6440,2,2,1,4,1835.55,3255.95
14383,20260414,154,5355,18,2,1,4,653.11,3472.54
12315,20260416,114,5859,11,1,3,2,1837.25,4457.19
13925,20260406,123,6358,4,1,1,1,1797.79,4440.99
4867,20260207,135,5903,2,1,1,3,2089.03,4432.21
11157,20260428,144,5074,21,2,1,6,1548.92,3561.07
14343,20260305,140,5251,20,1,3,4,2485.73,4986.91
11095,20260225,101,6436,20,2,1,4,1377.2,2176.82
3939,20260410,177,5343,16,2,2,5,517.17,3327.93
10664,20260316,186,5125,23,2,1,5,2545.2,1529.58
305,20260307,127,5319,18,2,2,5,1922.31,4255.37
2324,20260415,150,5781,24,2,3,4,1766.06,637.85
8994,20260425,162,5328,6,1,3,6,2317.99,1987.86
10916,20260226,169,5538,7,2,3,6,2081.17,722.43
14413,20260213,194,5707,9,1,2,2,2154.62,3377.39
6487,20260207,104,6381,19,1,1,3,990.63,2233.95
14473,20260414,147,5914,14,1,1,1,763.67,4941.55
13218,20260419,196,6322,18,2,3,2,1920.43,4195.16
11793,20260203,103,5300,15,2,2,6,1888.58,4644.37
6260,20260322,105,5473,2,1,1,3,554.8,4038.7
1740,20260302,104,6093,20,1,1,5,1236.45,811.7
13157,20260217,115,5075,20,2,3,4,802.87,1835.29
12670,20260411,193,6278,16,2,1,6,1576.73,3542.69
6581,20260211,125,5055,19,1,2,1,1933.37,1469.59
13994,20260316,121,6191,12,1,3,3,2445.25,4170.95
3275,20260307,148,5265,6,2,2,1,902.05,3158.29
10846,20260318,136,5204,15,2,1,5,2603.91,4269.64
2168,20260208,189,5565,16,2,2,2,1552.84,2471.58
1394,20260316,119,6197,14,2,3,1,1652.23,1582.36
5525,20260307,165,6409,9,2,2,6,2640.24,3894.4
2544,20260224,9999,6130,5,2,1,5,2110.65,2312.66
12802,20260222,121,5178,16,2,1,3,606.69,4731.25
7521,20260323,169,6417,2,2,1,3,1260.03,4418.78
6007,20260408,187,6183,21,2,3,5,682.78,3401.88
1271,20260211,142,5118,21,1,2,2,2153.14,1758.6
2141,20260412,132,5640,18,2,2,1,2460.78,747.11
13550,20260322,172,5222,19,1,1,6,741.01,3893.87
6804,20260326,189,6368,2,2,1,4,1213.58,4418.59
13562,20260403,141,5559,13,1,1,5,425.58,3331.02
6265,20260327,130,5435,9,1,1,4,2606.43,2688.47
14712,20260314,189,5474,2,1,1,1,2300.49,2100.25
6787,20260309,159,6181,6,1,3,2,2012.4,4061.54
9943,20260315,194,6331,18,2,1,3,1377.68,1184.13
6905,20260406,197,6221,2,1,2,1,2274.41,4777.84
11710,20260210,142,6487,11,1,2,3,2777.23,3837.04
11275,20260225,131,5832,8,2,3,4,1973.07,693.04
8935,20260225,140,5062,6,2,2,3,1028.42,2706.69
14785,20260225,163,5728,23,1,1,4,1389.52,1249.31
8599,20260321,164,5123,21,1,3,3,1673.07,4125.93
14469,20260410,127,6106,15,2,1,1,2313.79,3598.0
7945,20260225,188,6264,19,1,2,6,2429.96,4297.61
2391,20260323,115,6241,24,1,1,1,1318.2,970.27
9484,20260306,105,5370,11,2,3,6,1394.9,4313.41
7064,20260316,185,5008,15,1,1,6,1776.04,3123.28
9560,20260220,189,5672,4,2,3,3,1852.15,2341.14
13919,20260331,108,6335,24,1,2,2,2489.77,2650.48
9932,20260304,195,5046,14,2,2,1,1294.59,2232.29
7043,20260223,167,5049,18,1,2,5,1286.13,2011.56
12521,20260211,121,6457,11,2,3,4,1453.34,2195.03
12405,20260416,194,5392,19,2,1,4,922.27,2343.51
8216,20260226,123,5166,9,2,3,3,2380.98,1658.1
6052,20260222,164,6289,1,1,3,3,2435.32,791.59
6978,20260320,110,5884,13,2,2,6,1137.75,4449.42
13302,20260413,194,5144,18,2,2,1,2099.26,1446.24
6271,20260402,161,5741,1,1,3,4,981.31,2582.8
7454,20260415,197,6163,15,2,2,4,765.61,4774.26
7272,20260413,105,5422,24,1,1,2,1313.56,1546.14
12369,20260311,146,5899,9,2,2,1,531.8,3340.01
4124,20260415,179,5521,3,2,1,3,2060.82,4362.45
1140,20260401,132,5869,6,1,2,3,1783.41,4854.77
5293,20260414,131,5980,18,2,1,3,893.41,713.51
7748,20260208,130,5043,9,2,2,4,1761.0,2896.36
12715,20260225,136,5327,21,1,3,6,2261.63,4880.73
10264,20260204,123,6263,5,2,3,5,698.68,1353.06
11274,20260224,110,5738,15,2,1,6,695.19,-2660.99
5529,20260311,182,5316,12,1,3,6,2665.88,3313.17
829,20260219,137,5707,12,2,2,5,610.24,3775.34
14683,20260213,182,5460,19,2,3,2,1074.0,531.55
3754,20260405,188,5227,3,2,2,1,2042.07,1283.52
7641,20260422,128,5676,14,2,1,6,1799.87,565.44
12037,20260408,200,6403,21,1,1,6,1232.02,2842.44
12215,20260406,128,5769,12,2,2,2,1596.29,3218.87
1262,20260202,109,5989,14,1,1,5,1057.96,-4853.69
4442,20260304,148,5754,1,2,2,6,975.98,3331.37
