SaleID,DateKey,ProductKey,CustomerKey,EmployeeKey,BranchKey,ChannelKey,Quantity,UnitPrice,TotalAmount
111,20260221,148,5520,24,1,2,1,1227.53,3798.23
112,20260222,181,5213,19,2,1,1,1245.52,2023.46
113,20260223,183,5359,22,2,3,4,1916.17,4151.74
114,20260224,109,6467,15,1,2,2,505.14,1397.61
115,20260225,106,5647,10,2,3,4,1007.95,3889.81
116,20260226,125,5586,12,1,3,3,1055.72,4097.04
117,20260227,156,5820,24,2,2,3,2736.94,2732.91
118,20260228,164,5753,17,2,1,6,1418.8,2437.73
119,20260301,124,6118,10,2,1,1,1187.01,1830.38
120,20260302,158,6235,23,2,1,6,1465.38,2512.08
121,20260303,194,5723,20,2,2,6,2752.07,4765.57
122,20260304,110,6375,21,2,2,5,2322.63,3557.35
123,20260305,104,5293,20,2,1,2,561.36,4003.32
124,20260306,147,5742,13,1,3,2,2029.75,4769.71
125,20260307,148,5910,3,1,3,3,1355.28,3423.02
126,20260308,132,5233,1,1,2,5,1328.77,3027.53
127,20260309,134,5534,23,2,1,5,1085.38,4624.16
128,20260310,163,5410,4,1,1,4,814.38,3710.16
129,20260311,112,6397,11,2,3,1,1719.99,1806.63
130,20260312,139,5323,23,1,2,5,938.18,4933.1
131,20260313,118,5485,16,1,2,5,1773.47,2603.33
132,20260314,171,5266,20,1,1,3,1355.58,3726.2
133,20260315,162,6077,14,2,3,1,700.78,1926.62
134,20260316,110,5922,15,2,1,5,1935.51,1318.83
135,20260317,117,5887,17,1,1,5,767.24,1240.96
136,20260318,142,6453,8,2,3,3,2430.24,1627.72
137,20260319,182,6129,9,1,3,3,1874.63,920.43
138,20260320,183,5346,19,1,1,6,1898.75,4559.0
139,20260321,144,6155,2,1,1,1,2676.51,3969.6
140,20260322,134,6334,7,2,3,6,472.69,4500.49
141,20260323,170,5594,21,2,2,2,2331.25,3582.46
142,20260324,139,5929,3,1,1,4,1397.49,2589.99
143,20260325,144,6243,5,2,3,3,2162.08,4373.5
144,20260326,152,5268,12,1,2,2,1519.53,1703.62
145,20260327,132,5289,4,1,2,4,2473.99,2381.61
146,20260328,121,5671,19,2,1,2,1595.84,2816.26
147,20260329,164,5632,16,1,1,4,1613.07,4850.09
148,20260330,128,6195,12,1,1,3,1587.75,4470.53
149,20260331,184,6378,16,2,3,1,2433.21,2439.17
150,20260401,134,6490,12,2,2,1,1361.4,3066.27
151,20260402,125,5743,18,2,1,4,1610.21,3939.82
152,20260403,136,6277,22,1,1,1,1345.37,4077.04
153,20260404,144,6143,12,1,1,5,1621.89,2750.35
154,20260405,106,5080,5,2,2,5,1496.77,3228.17
155,20260406,166,5287,11,2,1,4,2777.48,3826.94
156,20260407,139,6216,11,2,3,5,1119.5,4170.87
157,20260408,148,5679,22,1,2,5,1138.43,4544.45
158,20260409,9999,6289,1,2,2,6,2278.97,3992.73
159,20260410,174,5467,24,1,3,4,809.23,3330.61
160,20260411,180,5779,5,1,1,5,2675.69,994.53
161,20260412,103,5904,11,2,1,4,2057.2,2346.7
162,20260413,200,6253,16,1,3,2,1644.84,3023.99
163,20260414,185,5980,17,2,2,2,1503.19,2899.07
164,20260415,170,5726,22,2,3,4,861.43,1609.34
165,20260416,172,5612,8,2,2,6,897.47,3672.45
166,20260417,141,5983,12,2,2,1,1776.34,2944.36
167,20260418,151,5707,5,2,1,3,2692.75,855.63
168,20260419,157,6344,9,2,1,2,2387.08,1720.1
169,20260420,172,6426,9,1,1,5,2178.14,1576.77
170,20260421,107,6372,17,1,3,2,525.98,2359.86
171,20260422,192,5968,4,1,1,5,2746.99,1210.73
172,20260423,184,5975,16,1,2,3,1085.0,766.23
173,20260424,199,5184,21,1,3,6,2135.48,4715.01
174,20260425,123,5856,6,1,2,4,847.15,3870.51
175,20260426,138,5077,1,2,3,5,657.52,4923.47
176,20260427,137,5931,21,2,1,5,1523.25,1367.65
177,20260428,115,5678,6,2,3,3,2124.64,563.38
178,20260429,144,5605,19,1,1,5,2454.75,4536.69
179,20260430,155,6056,11,1,2,6,628.92,4917.58
180,20260501,162,5663,8,1,2,4,965.25,3891.9
181,20260201,143,5619,19,1,2,6,1262.93,1563.36
182,20260202,186,5243,15,2,1,4,2046.58,4653.98
183,20260203,191,5637,23,1,3,3,1282.11,1493.82
184,20260204,118,5980,5,2,3,5,1296.7,3658.73
185,20260205,161,6101,22,1,1,6,2211.37,4429.11
186,20260206,111,6077,15,2,1,5,669.3,4229.48
187,20260207,165,5415,19,1,1,3,2450.77,2488.28
188,20260208,188,5421,23,2,1,5,1469.16,750.36
189,20260209,117,6052,14,2,3,1,1741.11,3527.45
190,20260210,140,6482,1,2,2,1,2189.93,3102.4
191,20260211,106,5868,12,1,3,1,2643.0,810.59
192,20260212,161,5065,10,2,1,2,2237.99,4902.5
193,20260213,183,5861,12,2,2,4,1301.55,3572.29
194,20260214,185,6105,5,2,1,2,2782.83,2268.76
195,20260215,117,6491,8,1,1,3,1511.21,3735.92
196,20260216,155,6090,13,1,1,4,1230.78,1740.42
197,20260217,193,5232,2,2,3,1,977.6,802.81
198,20260218,177,5069,15,1,1,6,506.17,2475.33
199,20260219,170,5445,2,1,3,3,961.99,4623.79
200,20260220,174,5654,19,2,1,3,2503.02,4935.63
201,20260221,167,5453,14,2,2,1,1736.12,3162.5
202,20260222,195,5359,21,2,3,4,512.52,2049.87
203,20260223,183,6375,13,2,3,4,1379.82,1849.5
204,20260224,124,6102,16,1,1,3,2458.1,1149.58
205,20260225,160,5119,18,2,2,5,1671.98,2247.89
206,20260226,133,5417,11,1,2,3,621.91,3760.63
207,20260227,125,5106,9,2,3,5,1847.01,4431.29
208,20260228,125,6204,24,1,2,2,2486.74,1998.34
209,20260301,102,5434,7,1,3,4,2594.66,3630.32
210,20260302,191,5419,13,1,3,3,2261.23,2212.98
211,20260303,169,6329,12,2,2,3,1630.76,2737.75
212,20260304,113,6480,16,2,1,3,1151.01,705.72
213,20260305,129,5299,1,2,3,5,1789.94,2379.1
214,20260306,120,5402,11,1,2,5,2400.07,2746.86
215,20260307,184,6403,11,2,2,6,1940.07,2707.68
216,20260308,122,5722,6,1,3,5,1571.96,4626.05
217,20260309,170,6315,2,1,1,6,516.43,528.73
218,20260310,118,6292,8,1,3,2,421.94,2775.8
219,20260311,148,5124,20,2,3,4,437.76,2894.96
220,20260312,153,5025,1,2,3,3,441.14,4159.21
221,20260313,187,5882,6,1,1,5,757.35,1363.69
222,20260314,168,5517,12,2,2,1,1295.32,2327.12
223,20260315,173,5499,23,1,2,6,2387.35,862.78
224,20260316,184,5065,3,2,2,4,1726.48,752.52
225,20260317,102,6440,6,1,2,4,1947.78,1990.72
226,20260318,113,6082,2,1,1,6,2530.13,2639.75
227,20260319,106,5153,22,2,3,5,1979.46,1307.1
228,20260320,141,5033,7,1,3,4,2629.3,1846.75
229,20260321,173,5493,19,2,3,5,1196.15,3900.24
230,20260322,118,6412,24,1,3,6,2738.38,741.63
231,20260323,156,5476,3,2,3,5,2691.66,2285.16
232,20260324,200,5669,1,2,2,4,947.53,2988.67
233,20260325,149,5885,6,2,1,5,1108.91,1609.02
234,20260326,110,5169,9,1,2,6,2281.34,1194.25
235,20260327,9999,5649,12,1,1,1,2663.1,2501.31
236,20260328,198,5553,4,1,1,2,1434.35,3006.43
237,20260329,166,5836,4,1,1,3,1730.13,3186.16
238,20260330,142,5789,1,2,2,4,2270.01,3761.8
239,20260331,172,5498,19,1,3,4,806.8,1710.14
240,20260401,135,6010,5,1,1,4,1062.31,1848.89
241,20260402,110,5740,9,1,3,6,1589.93,3275.01
242,20260403,159,5220,5,2,1,4,1197.32,3290.86
243,20260404,143,5902,11,2,3,5,726.7,1942.99
244,20260405,189,5412,16,2,1,4,2724.94,1811.52
245,20260406,189,6297,16,1,2,4,1072.72,4036.4
246,20260407,147,5234,19,1,3,5,831.83,3954.28
247,20260408,104,6490,15,1,2,3,2395.08,811.21
248,20260409,153,6379,16,1,3,3,980.85,3463.98
249,20260410,192,5867,13,1,2,5,1550.16,2303.62
250,20260411,165,6417,14,1,2,6,2549.2,2916.08
251,20260412,182,5175,4,1,3,6,1252.02,3411.5
252,20260413,106,6154,21,2,2,4,654.27,943.73
253,20260414,129,6046,24,1,2,3,1338.72,3975.54
254,20260415,176,6415,17,1,2,1,1558.65,1829.44
255,20260416,111,5238,24,1,2,3,1223.36,4029.21
256,20260417,167,5990,12,2,1,4,2132.79,2536.01
257,20260418,109,5615,2,1,1,3,1955.13,3547.13
258,20260419,122,5500,17,1,3,2,1194.38,2418.66
259,20260420,160,5475,13,1,1,6,1977.54,2280.12
260,20260421,195,6258,7,2,3,4,1333.21,3671.31
261,20260422,127,5571,23,1,3,1,2318.81,2916.0
262,20260423,147,5668,7,2,1,3,2009.68,2702.68
263,20260424,182,5642,20,2,3,4,1808.81,2065.66
264,20260425,159,6265,6,2,3,5,603.4,1102.76
265,20260426,116,5489,10,1,1,3,2064.25,2798.71
266,20260427,154,6222,5,2,2,2,1568.01,2918.21
267,20260428,183,5355,18,1,2,3,736.71,1915.61
268,20260429,158,6269,2,2,1,4,727.68,4168.47
269,20260430,172,6036,21,2,2,6,1580.14,3695.64
270,20260501,157,6001,6,1,3,1,2310.11,1492.38
271,20260201,105,5563,8,2,1,4,1757.56,3976.46
272,20260202,164,6126,17,1,3,1,1042.93,2943.98
273,20260203,147,6111,2,2,3,2,2775.46,960.87
274,20260204,184,5507,10,1,2,3,1236.58,4175.28
275,20260205,157,5241,8,1,3,5,2053.92,4374.72
276,20260206,179,6296,14,1,3,2,2283.64,4160.88
277,20260207,108,6168,12,2,3,5,804.11,4905.5
278,20260208,138,5593,19,2,3,6,2356.43,1110.15
279,20260209,197,5843,2,2,3,2,2083.42,1097.11
280,20260210,119,6457,11,1,3,4,1574.7,3098.41
281,20260211,135,6286,14,2,2,1,1920.71,4460.56
282,20260212,112,5826,17,2,3,3,1491.27,2696.2
283,20260213,175,5006,24,1,3,4,1923.62,3637.8
284,20260214,109,6095,13,1,2,2,1587.32,1952.89
285,20260215,137,5692,18,1,3,4,2291.93,4523.7
286,20260216,198,5100,2,1,3,4,439.08,4682.45
287,20260217,121,5904,15,1,2,2,2789.67,4592.33
288,20260218,184,5619,6,2,1,6,1265.04,870.89
289,20260219,186,6329,6,1,2,6,1133.22,3647.49
290,20260220,130,5880,21,1,3,1,402.61,2645.63
291,20260221,117,6216,8,2,1,1,2069.43,-4176.99
292,20260222,155,6422,5,2,1,2,1319.37,3788.44
293,20260223,114,5212,11,2,2,2,1318.53,4160.16
294,20260224,118,6314,22,1,1,5,1751.9,3246.44
295,20260225,122,5902,12,1,3,6,763.3,2352.69
296,20260226,188,5907,7,1,1,2,2205.87,3153.08
297,20260227,150,5720,14,2,1,2,1064.72,879.12
298,20260228,171,6231,20,2,3,1,2434.94,3462.82
299,20260301,139,5421,17,1,3,4,1109.3,-745.56
300,20260302,131,6014,13,1,1,4,1931.4,819.55
301,20260303,102,5740,11,1,2,5,1410.07,2958.6
302,20260304,123,5965,3,1,3,1,433.1,1470.84
303,20260305,108,5816,17,2,3,6,1602.52,2369.44
304,20260306,190,5824,3,1,2,1,1143.78,2800.87
305,20260307,127,5319,18,2,2,5,1922.31,4255.37
306,20260308,188,6318,3,2,3,4,2151.9,4309.11
307,20260309,108,5501,3,2,1,4,1869.51,747.63
308,20260310,186,6348,24,1,1,1,2098.96,-3656.75
309,20260311,121,6017,12,2,1,3,704.63,4015.06
310,20260312,135,5242,1,2,2,3,1657.25,1683.27
311,20260313,174,6286,3,2,2,5,1264.3,2748.25
312,20260314,173,5342,12,1,2,1,2546.24,3533.54
313,20260315,115,5468,24,1,1,1,986.92,2622.94
314,20260316,150,5308,6,1,3,6,2177.6,2387.16
315,20260317,142,5509,14,2,2,1,1771.69,1037.3
316,20260318,187,5108,6,1,3,1,2689.79,810.17
317,20260319,160,5579,10,2,1,5,1496.19,2160.14
318,20260320,138,6155,10,1,2,3,1820.06,2720.12
319,20260321,199,5401,24,1,1,1,2637.75,607.6
320,20260322,170,5710,21,1,2,1,2221.43,2193.24
321,20260323,195,6490,10,1,1,5,2759.48,2389.17
322,20260324,108,5292,23,2,1,1,2611.06,4537.79
323,20260325,167,5846,23,2,2,6,603.77,930.1
324,20260326,118,6306,13,1,3,5,549.48,3481.0
325,20260327,117,5485,10,2,2,4,2081.74,3809.09
326,20260328,141,5928,9,1,1,2,726.67,3965.66
327,20260329,114,5319,4,1,2,4,1153.68,1043.32
328,20260330,146,5426,15,2,2,3,2445.96,906.89
329,20260331,188,5624,23,1,1,3,755.98,3700.21
330,20260401,146,5812,17,1,3,3,1024.4,4958.04
331,20260402,104,5829,15,1,1,4,644.58,4072.14
332,20260403,116,5025,2,1,1,2,2376.82,2175.08
333,20260404,9999,6321,3,2,1,1,2793.19,1389.88
334,20260405,183,5909,5,1,2,1,502.47,2574.48
335,20260406,122,6176,14,2,2,1,1318.55,2419.99
336,20260407,146,5440,6,2,2,4,2520.22,655.92
337,20260408,180,6264,8,2,2,4,2518.67,2655.64
338,20260409,112,5573,13,1,2,2,1942.37,4087.39
339,20260410,132,6292,18,1,2,6,1261.87,2950.33
340,20260411,163,5705,19,2,2,3,831.56,1934.95
341,20260412,129,5061,9,1,2,5,1257.84,3127.95
342,20260413,130,5327,4,1,3,2,1039.66,4173.28
343,20260414,195,5115,8,2,2,2,822.64,3166.34
344,20260415,195,6429,12,1,3,6,1244.04,3054.43
345,20260416,119,6154,7,2,3,3,821.34,670.84
346,20260417,108,5477,20,1,1,5,1547.17,1992.8
347,20260418,179,5413,5,2,3,2,2605.07,4299.28
348,20260419,142,5122,1,1,3,6,2601.34,3984.65
349,20260420,168,5748,3,2,3,6,1349.43,954.64
350,20260421,139,5661,5,1,3,4,2300.42,4822.98
351,20260422,184,5650,6,2,1,6,1813.48,1289.08
352,20260423,140,6411,10,1,1,6,404.31,3659.04
353,20260424,174,5802,19,1,1,5,1163.72,4139.63
354,20260425,179,5453,21,1,2,2,1194.8,850.13
355,20260426,145,5655,6,1,3,6,1933.85,4489.94
356,20260427,158,5024,9,1,1,6,562.71,1654.96
357,20260428,114,6476,1,1,2,4,2158.2,4860.96
358,20260429,153,6010,13,2,3,4,643.43,2657.7
359,20260430,174,6334,22,1,1,4,576.9,4305.93
360,20260501,138,5042,11,2,1,1,1220.34,4495.69
361,20260201,121,6500,3,1,2,5,2764.66,4519.52
362,20260202,191,5064,14,1,3,4,777.05,955.66
363,20260203,127,5390,14,2,3,3,1113.76,931.62
364,20260204,151,6171,18,2,1,1,1265.99,2424.23
365,20260205,138,6356,21,2,1,1,461.77,1268.74
366,20260206,138,5168,16,1,2,4,1530.27,4526.95
367,20260207,134,5187,21,2,1,3,2525.18,2162.31
368,20260208,158,5092,9,2,2,3,942.98,1708.53
369,20260209,108,5310,23,1,1,6,1225.1,2936.52
370,20260210,197,6208,8,1,2,5,1404.72,2909.81
371,20260211,161,6173,8,2,2,1,1347.53,4342.73
372,20260212,105,6029,19,1,1,4,814.91,-4929.66
373,20260213,128,5395,5,1,2,1,2771.87,2459.27
374,20260214,181,5303,20,2,2,6,2594.02,801.55
375,20260215,150,6140,13,2,2,5,1499.58,4430.6
376,20260216,190,6277,19,2,1,4,759.14,3049.67
377,20260217,175,5206,4,1,2,5,2512.33,4450.52
378,20260218,134,5785,21,2,3,5,1535.31,1274.9
379,20260219,152,5295,20,2,1,4,2534.98,1991.72
380,20260220,131,5101,24,2,2,3,448.56,4178.24
381,20260221,139,5637,9,2,3,6,635.72,4410.05
382,20260222,118,5616,24,2,2,3,2149.12,3222.41
383,20260223,112,5385,15,1,2,6,1562.7,2824.26
384,20260224,148,5116,17,1,1,3,2102.97,2315.23
385,20260225,200,6074,19,1,1,2,2500.43,1403.27
386,20260226,108,5511,2,2,1,3,2091.12,1732.9
387,20260227,160,6035,13,1,3,1,980.65,2699.54
388,20260228,158,5364,16,2,2,2,2410.37,1663.97
389,20260301,189,5186,10,1,2,1,790.98,3075.16
390,20260302,128,5454,21,1,3,2,1045.8,2342.78
391,20260303,103,6398,1,2,1,6,815.68,4103.89
392,20260304,129,5517,20,2,3,6,1942.58,2407.13
393,20260305,149,5715,15,2,1,4,1125.15,2842.87
394,20260306,180,5814,19,1,1,5,2798.63,4849.18
395,20260307,148,6150,21,2,2,6,659.45,787.27
396,20260308,136,6312,11,2,2,6,2106.63,4515.68
397,20260309,139,5386,5,1,1,5,1369.84,1938.14
398,20260310,118,6478,1,2,2,3,2576.59,2320.7
399,20260311,195,5073,19,1,2,6,2112.09,3588.43
400,20260312,182,5975,22,2,3,3,2429.01,4282.87
401,20260313,172,5371,10,1,2,2,2178.21,3763.34
402,20260314,172,5375,22,2,3,1,933.41,1504.98
403,20260315,140,5862,11,2,2,5,1105.72,4330.46
404,20260316,161,5110,21,1,2,2,1601.15,4403.74
405,20260317,149,6086,10,2,1,2,729.68,1401.33
406,20260318,153,6167,15,1,2,6,832.86,863.65
407,20260319,143,6293,6,2,3,1,411.31,1730.88
408,20260320,198,5346,19,1,2,1,710.57,2451.7
409,20260321,155,5827,14,2,2,1,490.54,1397.36
410,20260322,148,5029,11,1,1,6,409.9,3801.21
411,20260323,129,6421,12,2,1,1,1320.52,3149.02
412,20260324,122,5134,2,2,2,4,2146.8,3183.66
413,20260325,144,5889,22,1,2,4,1262.2,1347.92
414,20260326,152,5040,8,1,3,2,906.86,598.61
415,20260327,165,5347,4,2,3,6,2301.11,2188.37
416,20260328,182,5524,18,1,3,1,1988.73,3441.05
417,20260329,103,5099,23,1,2,4,1312.61,2962.77
418,20260330,161,6438,5,1,3,6,1912.75,1855.02
419,20260331,185,5207,22,2,3,5,2081.74,2384.72
420,20260401,114,6048,24,1,2,1,2283.42,2739.83
421,20260402,178,5410,9,1,2,6,1383.41,1221.68
422,20260403,171,6017,7,2,2,2,406.57,3522.35
423,20260404,115,6176,22,2,1,1,2270.86,837.72
424,20260405,193,5208,9,1,2,3,1033.9,725.36
425,20260406,123,5081,10,2,3,3,1422.39,1021.55
426,20260407,198,5094,1,1,3,6,809.23,2108.87
427,20260408,157,6274,9,1,2,3,838.89,2303.5
428,20260409,159,5557,13,2,2,6,2526.7,1250.5
429,20260410,117,6426,24,1,1,1,1398.47,3158.38
430,20260411,173,6390,15,1,3,4,2269.99,3251.11
431,20260412,188,6490,5,2,2,1,2530.23,2483.1
432,20260413,109,5536,21,2,1,6,2484.0,2861.68
433,20260414,196,6181,24,1,3,3,1645.84,3597.09
434,20260415,180,5196,14,1,2,3,1992.91,3386.32
435,20260416,120,6144,20,1,1,6,2642.49,2775.05
436,20260417,161,6016,6,1,2,3,978.14,4865.65
437,20260418,107,6039,8,2,2,2,589.19,2498.85
438,20260419,174,5918,3,2,2,3,684.9,2738.18
439,20260420,184,5037,4,2,2,1,1737.11,500.76
440,20260421,112,6238,20,2,3,5,896.44,3521.63
441,20260422,144,5745,2,1,2,3,1744.36,3288.91
442,20260423,161,6468,22,2,3,4,673.66,3916.94
443,20260424,129,5005,11,2,3,3,1714.46,2182.51
444,20260425,114,5094,6,2,1,6,2182.03,2341.45
445,20260426,133,6252,7,1,1,4,917.41,4210.49
446,20260427,125,6468,11,1,2,1,2623.9,4268.6
447,20260428,176,5253,15,2,3,5,2694.86,1105.86
448,20260429,164,5009,17,1,3,4,2413.16,2673.19
449,20260430,166,5363,23,1,3,2,648.53,3458.85
450,20260501,178,5660,17,2,2,5,2598.18,3930.69
451,20260201,136,5815,11,2,2,2,731.63,3211.36
452,20260202,196,6050,10,2,3,6,2645.23,3346.62
453,20260203,126,5430,20,2,3,3,2610.86,1097.02
454,20260204,191,6332,6,2,3,1,2225.86,3030.26
455,20260205,175,6169,22,2,3,6,2545.28,2902.56
456,20260206,155,5027,17,1,1,4,748.78,3516.14
457,20260207,126,5547,6,2,3,3,751.43,779.15
458,20260208,138,5418,18,1,2,4,645.95,4406.16
459,20260209,195,6151,8,2,1,5,2282.34,4094.7
460,20260210,137,6420,22,1,2,4,1399.76,4046.5
461,20260211,188,5641,18,1,1,6,1003.22,3292.53
462,20260212,200,5908,8,2,3,5,2172.28,1384.11
463,20260213,193,5397,10,2,1,6,578.73,4831.14
464,20260214,195,6053,4,2,1,4,1069.87,1689.08
465,20260215,121,6197,9,1,2,4,2103.25,1196.63
466,20260216,120,5661,20,1,3,5,2423.54,1855.2
467,20260217,174,6127,12,1,3,3,1660.95,4806.44
468,20260218,167,5140,17,1,2,5,1688.89,913.75
469,20260219,129,5437,22,2,2,3,1104.58,4776.39
470,20260220,180,6087,16,1,1,6,1230.42,1581.57
471,20260221,183,6257,20,1,1,6,2525.58,2216.18
472,20260222,115,5791,9,2,1,5,2373.06,2187.31
473,20260223,166,5913,16,1,2,6,862.03,2812.53
474,20260224,113,5343,18,1,3,1,905.88,3332.82
475,20260225,128,6404,14,1,1,5,2389.0,4453.87
476,20260226,195,5892,21,1,3,6,769.01,2566.51
477,20260227,143,5078,3,1,1,2,2306.12,3011.38
478,20260228,174,5467,9,2,2,4,1912.52,2448.61
479,20260301,103,5798,22,1,3,1,1939.41,3282.57
480,20260302,197,6200,2,1,2,5,654.73,4041.01
481,20260303,139,6243,3,2,2,4,1348.27,3473.25
482,20260304,161,5321,18,1,1,6,1338.38,4088.68
483,20260305,170,5605,21,1,2,6,2528.75,4844.14
484,20260306,194,6327,12,1,3,5,739.3,687.98
