SaleID,DateKey,ProductKey,CustomerKey,StoreKey,BranchKey,ChannelKey,Quantity,TotalAmount
68,20260409,106,5508,4.0,2,1,5,3084.51
69,20260410,148,5580,4.0,2,1,3,1134.98
70,20260411,181,6326,,2,2,1,1072.3
71,20260412,150,5582,3.0,1,1,3,2731.85
72,20260413,145,5636,4.0,1,1,5,3154.45
73,20260414,172,5772,,2,2,2,1240.54
74,20260415,195,6404,,1,2,6,5110.59
75,20260416,103,5743,,2,2,2,3444.14
76,20260417,199,5996,,1,2,2,-2577.01
77,20260418,138,5208,,1,2,6,1605.71
78,20260419,117,6224,4.0,1,1,2,3565.23
79,20260420,180,5340,4.0,1,1,4,3271.38
80,20260421,157,6251,3.0,2,1,2,3378.34
81,20260422,161,5398,3.0,2,1,4,1737.87
82,20260423,165,6081,,2,2,2,4846.24
83,20260424,118,5513,,1,2,6,4966.55
84,20260425,114,6457,5.0,1,1,3,1984.85
85,20260426,158,6052,2.0,2,1,1,1141.25
86,20260427,158,5716,,1,2,4,1954.6
87,20260428,131,5791,1.0,2,1,2,2508.03
88,20260429,192,6332,3.0,1,1,2,4223.3
89,20260430,161,6426,2.0,2,1,4,-4169.58
90,20260501,103,5525,2.0,1,1,5,4123.43
91,20260201,155,5228,,2,2,2,3966.18
92,20260202,154,6309,5.0,2,1,1,691.0
93,20260203,177,6098,1.0,1,1,6,4120.59
94,20260204,179,5723,2.0,2,1,2,2216.96
95,20260205,147,5139,,1,2,4,1245.19
96,20260206,150,5765,,2,2,6,1026.38
97,20260207,145,5494,1.0,2,1,2,3654.08
98,20260208,183,5359,4.0,2,1,6,2684.05
99,20260209,192,5938,1.0,2,1,2,1039.41
100,20260210,106,5647,3.0,2,1,5,1297.88
101,20260211,183,5392,3.0,2,1,1,646.48
102,20260212,116,5754,,2,2,4,2526.01
103,20260213,150,5695,,1,2,4,5452.11
104,20260214,167,5547,,1,2,6,2710.2
105,20260215,124,6118,3.0,2,1,1,-2222.43
106,20260216,140,5914,5.0,2,1,2,3143.68
107,20260217,106,6489,,2,2,5,2628.04
108,20260218,108,5154,,2,2,3,2227.69
109,20260219,121,5064,2.0,2,1,1,3499.59
110,20260220,183,5751,3.0,2,1,5,1443.98
111,20260221,158,5760,3.0,2,1,1,1113.75
112,20260222,151,5644,3.0,1,1,1,2617.84
113,20260223,167,5793,5.0,1,1,3,1244.19
114,20260224,9999,6254,,2,2,6,4461.0
115,20260225,116,5278,,1,2,4,3354.24
116,20260226,112,6397,3.0,2,1,6,3353.48
117,20260227,139,5323,2.0,2,1,5,2668.69
118,20260228,118,5485,4.0,1,1,3,4440.53
119,20260301,171,5266,5.0,1,1,1,1975.64
120,20260302,193,5981,5.0,2,1,4,4498.38
121,20260303,141,6316,,1,2,4,1183.5
122,20260304,117,6130,5.0,1,1,2,2569.44
123,20260305,108,5255,5.0,1,1,3,4142.85
124,20260306,191,5462,3.0,2,1,1,1790.64
125,20260307,171,5563,2.0,2,1,5,3040.23
126,20260308,122,6213,5.0,1,1,2,2510.29
127,20260309,178,5692,,1,2,1,4547.29
128,20260310,199,6182,3.0,1,1,5,4294.19
129,20260311,164,6285,5.0,2,1,6,3055.96
130,20260312,188,5832,,2,2,4,3311.31
131,20260313,157,5852,4.0,2,1,2,739.65
132,20260314,192,5654,3.0,2,1,2,1074.67
133,20260315,114,5654,,1,2,4,3477.9
134,20260316,119,5199,1.0,2,1,4,2298.38
135,20260317,121,5671,,2,2,2,2974.3
136,20260318,9999,5957,,2,2,3,3390.98
137,20260319,151,6036,4.0,1,1,2,860.2
138,20260320,137,6014,5.0,2,1,3,694.63
139,20260321,156,5275,3.0,2,1,4,3888.69
140,20260322,173,6151,2.0,2,1,5,2102.33
141,20260323,158,6127,3.0,1,1,2,2045.4
142,20260324,9999,6143,,2,2,2,2848.3
143,20260325,165,5083,1.0,1,1,2,2536.49
144,20260326,167,5936,,1,2,5,-4980.62
145,20260327,179,5653,,1,2,4,1526.86
146,20260328,139,6216,,2,2,5,4644.46
147,20260329,191,6153,,2,2,4,3568.17
148,20260330,187,5225,,2,2,5,2715.46
149,20260331,189,6289,1.0,2,1,3,-4095.07
150,20260401,200,6185,,1,2,6,4871.1
151,20260402,168,6289,5.0,2,1,2,2421.8
152,20260403,174,6435,,1,2,2,2059.42
153,20260404,120,5846,2.0,2,1,5,1754.77
154,20260405,195,6490,,1,2,6,5586.71
155,20260406,142,6357,4.0,2,1,3,1329.37
156,20260407,169,5702,,2,2,6,3190.25
157,20260408,183,6420,,2,2,5,4548.81
158,20260409,136,6143,3.0,1,1,3,4329.35
159,20260410,9999,6444,,2,2,3,4465.48
160,20260411,193,5561,3.0,1,1,5,2741.95
161,20260412,151,5707,,1,2,3,2774.41
162,20260413,111,5710,4.0,2,1,6,4321.25
163,20260414,169,5556,5.0,2,1,2,1308.27
164,20260415,131,5497,1.0,1,1,6,3463.56
165,20260416,143,6470,4.0,1,1,6,900.79
166,20260417,171,5324,,2,2,6,826.94
167,20260418,162,6333,,1,2,3,5367.68
168,20260419,199,5184,5.0,1,1,5,3083.59
169,20260420,105,5359,,2,2,2,5221.73
170,20260421,151,6015,,1,2,6,988.97
171,20260422,105,5019,,2,2,5,5615.41
172,20260423,143,5583,4.0,2,1,2,4213.82
173,20260424,125,5231,,2,2,2,3233.71
174,20260425,192,5382,,1,2,6,4171.08
175,20260426,187,5396,2.0,2,1,4,1680.1
176,20260427,186,5196,2.0,1,1,4,846.95
177,20260428,134,5786,2.0,2,1,3,1492.19
178,20260429,193,6174,,1,2,3,2370.12
179,20260430,108,6368,,1,2,4,4402.4
180,20260501,165,6441,3.0,1,1,6,2121.67
181,20260201,179,5453,,1,2,2,2334.2
182,20260202,178,5766,4.0,2,1,5,2319.91
183,20260203,198,5507,,1,2,5,5093.14
184,20260204,110,6156,1.0,1,1,5,3315.06
185,20260205,169,5307,,1,2,3,1851.22
186,20260206,188,5421,,2,2,1,3097.57
187,20260207,108,5929,,1,2,5,3116.51
188,20260208,9999,5947,3.0,1,1,4,2755.64
189,20260209,128,6185,1.0,1,1,4,512.06
190,20260210,108,5142,4.0,1,1,3,755.04
191,20260211,199,6314,4.0,2,1,4,3575.89
192,20260212,149,5770,1.0,1,1,6,4168.46
193,20260213,169,5805,,1,2,6,1416.89
194,20260214,197,5047,,2,2,4,5141.07
195,20260215,169,5777,,1,2,2,3631.12
196,20260216,125,6485,1.0,1,1,6,1120.49
197,20260217,103,5493,2.0,1,1,1,3564.21
198,20260218,187,6441,1.0,1,1,6,2285.76
199,20260219,170,5445,1.0,1,1,5,-2255.85
200,20260220,194,6180,,2,2,5,2017.64
201,20260221,142,5486,3.0,1,1,6,3190.13
202,20260222,136,5125,5.0,1,1,6,2154.24
203,20260223,107,5706,,2,2,5,3690.42
204,20260224,120,5615,4.0,1,1,5,2165.3
205,20260225,139,6450,2.0,2,1,1,3897.36
206,20260226,172,6086,2.0,2,1,2,4371.14
207,20260227,111,5922,3.0,1,1,5,1821.05
208,20260228,135,5773,,1,2,1,1790.5
209,20260301,193,6376,5.0,1,1,4,3546.79
210,20260302,139,5032,2.0,1,1,6,4128.13
211,20260303,162,5497,5.0,1,1,4,4498.29
212,20260304,200,5580,,2,2,4,3670.81
213,20260305,134,5737,5.0,2,1,4,1937.04
214,20260306,161,5656,2.0,2,1,3,4425.27
215,20260307,129,5299,1.0,2,1,5,2750.1
216,20260308,154,5605,,1,2,2,3811.54
217,20260309,132,6023,5.0,2,1,3,2019.36
218,20260310,193,6315,,2,2,4,3340.83
219,20260311,122,5287,5.0,2,1,2,3679.9
220,20260312,183,5121,,1,2,1,3619.11
221,20260313,198,5014,,2,2,2,4274.72
222,20260314,191,5310,,1,2,2,2003.45
223,20260315,180,6307,5.0,2,1,6,1992.8
224,20260316,171,5843,1.0,1,1,5,526.45
225,20260317,137,5036,,2,2,2,3585.84
226,20260318,120,5494,2.0,2,1,3,885.26
227,20260319,148,5832,4.0,1,1,6,2087.59
228,20260320,111,6339,1.0,1,1,4,3236.17
229,20260321,108,6305,1.0,1,1,1,2710.81
230,20260322,143,6159,1.0,1,1,2,2235.64
231,20260323,173,5974,3.0,1,1,1,3972.47
232,20260324,170,6155,,1,2,2,2257.94
233,20260325,127,6203,,1,2,6,2435.32
234,20260326,139,5333,,1,2,5,5630.15
235,20260327,170,5680,,2,2,6,2823.61
236,20260328,193,5161,5.0,2,1,1,4453.91
237,20260329,110,5698,5.0,2,1,3,1428.58
238,20260330,158,6005,2.0,2,1,5,1593.31
239,20260331,188,6200,,2,2,1,3045.61
240,20260401,132,6461,,1,2,1,2335.97
241,20260402,182,5316,4.0,2,1,3,2020.0
242,20260403,140,5911,3.0,2,1,1,520.78
243,20260404,158,6141,5.0,2,1,1,1249.57
244,20260405,112,6223,5.0,2,1,4,1915.66
245,20260406,200,5174,5.0,1,1,5,2155.24
246,20260407,122,5285,3.0,2,1,3,3241.26
247,20260408,156,5566,4.0,2,1,4,753.07
248,20260409,132,6477,,2,2,5,2677.85
249,20260410,118,5624,1.0,2,1,3,2331.45
250,20260411,143,5902,,2,2,4,2775.43
251,20260412,177,5279,,2,2,3,5269.44
252,20260413,162,5644,2.0,2,1,3,3281.17
253,20260414,163,6180,2.0,2,1,4,3279.83
254,20260415,147,5234,5.0,1,1,5,3643.47
255,20260416,199,6127,,1,2,6,1735.62
256,20260417,157,5597,1.0,2,1,6,3333.47
257,20260418,131,5518,2.0,2,1,4,3033.34
258,20260419,162,6193,4.0,2,1,5,4462.8
259,20260420,190,6100,5.0,1,1,1,4373.71
260,20260421,146,5341,,1,2,5,4219.53
261,20260422,152,5680,,2,2,1,4322.85
262,20260423,166,6063,5.0,1,1,4,1534.95
263,20260424,187,6206,5.0,1,1,3,2352.25
264,20260425,138,5852,,1,2,1,3310.41
265,20260426,145,5639,,2,2,4,4596.78
266,20260427,145,5976,,1,2,4,3509.8
267,20260428,109,5615,,1,2,6,-3152.73
268,20260429,183,5224,2.0,1,1,5,3896.72
269,20260430,9999,5874,4.0,1,1,4,1140.54
270,20260501,185,5886,4.0,1,1,6,1245.55
271,20260201,176,5880,4.0,1,1,6,1289.3
272,20260202,191,5129,5.0,1,1,5,1613.38
273,20260203,159,5234,3.0,2,1,5,1803.94
274,20260204,150,6252,,2,2,5,2429.7
275,20260205,159,6265,2.0,2,1,5,1907.94
276,20260206,141,5242,2.0,2,1,1,3188.44
277,20260207,166,5796,4.0,1,1,5,3273.75
278,20260208,182,6101,2.0,1,1,4,1243.01
279,20260209,158,6269,1.0,2,1,1,1248.39
280,20260210,150,6151,5.0,2,1,4,1280.51
281,20260211,157,6001,,1,2,1,2961.28
282,20260212,129,5599,1.0,2,1,2,3683.52
283,20260213,159,6159,4.0,1,1,5,1172.84
284,20260214,9999,6111,1.0,2,1,5,3600.45
285,20260215,195,6339,2.0,2,1,1,2200.62
286,20260216,112,5900,1.0,1,1,2,1894.31
287,20260217,145,6456,,2,2,2,3857.2
288,20260218,127,5122,5.0,2,1,5,3639.4
289,20260219,142,6442,3.0,2,1,5,2655.07
290,20260220,187,5196,2.0,2,1,1,3932.07
291,20260221,117,6437,,1,2,2,5308.65
292,20260222,132,6385,4.0,2,1,2,1788.39
293,20260223,154,5769,4.0,1,1,6,-1574.87
294,20260224,152,6056,,2,2,6,4798.2
295,20260225,163,5671,,1,2,6,2719.17
296,20260226,182,6361,3.0,1,1,5,4388.6
297,20260227,128,6014,3.0,2,1,3,4372.51
298,20260228,173,5994,3.0,1,1,1,2811.73
299,20260301,159,5034,1.0,1,1,4,3635.56
300,20260302,155,5415,2.0,2,1,2,4467.35
301,20260303,112,6341,,2,2,3,5358.29
302,20260304,184,5339,1.0,2,1,6,3158.04
303,20260305,130,5880,1.0,1,1,1,3297.77
304,20260306,176,5464,5.0,2,1,1,811.75
305,20260307,116,5865,2.0,2,1,1,1874.3
306,20260308,114,5212,3.0,2,1,3,857.32
307,20260309,197,5273,2.0,1,1,5,3593.84
308,20260310,122,5902,3.0,1,1,6,2941.28
309,20260311,179,6407,,2,2,2,5583.45
310,20260312,197,5253,5.0,2,1,3,901.86
311,20260313,118,5508,,2,2,6,2435.42
312,20260314,177,6477,5.0,2,1,6,2713.59
313,20260315,139,5421,5.0,1,1,6,3888.28
314,20260316,131,6014,4.0,1,1,2,3084.68
315,20260317,168,5025,3.0,2,1,2,2875.72
316,20260318,154,5749,5.0,1,1,4,3855.89
317,20260319,103,6203,,1,2,1,4805.91
318,20260320,108,5816,5.0,2,1,6,659.31
319,20260321,155,6438,,2,2,1,4788.97
320,20260322,120,5569,1.0,2,1,1,2650.62
321,20260323,9999,6099,3.0,2,1,5,1312.79
322,20260324,188,6318,1.0,2,1,6,3838.11
323,20260325,131,5119,2.0,1,1,4,4313.71
324,20260326,108,5634,2.0,1,1,1,2949.19
325,20260327,121,6017,,2,2,5,4447.8
326,20260328,134,5342,3.0,1,1,6,3790.03
327,20260329,116,5061,,2,2,4,2197.58
328,20260330,192,6181,1.0,2,1,4,755.49
329,20260331,173,5342,3.0,1,1,3,721.76
330,20260401,187,6481,,1,2,2,5450.2
331,20260402,102,5501,,1,2,4,813.36
332,20260403,123,5073,5.0,2,1,2,4180.91
333,20260404,193,5656,3.0,1,1,5,2165.03
334,20260405,107,5368,2.0,1,1,4,2508.16
335,20260406,137,5637,3.0,1,1,5,2360.38
336,20260407,138,6155,3.0,1,1,4,1975.68
337,20260408,199,5401,5.0,1,1,2,4387.43
338,20260409,130,6110,3.0,1,1,3,2140.14
339,20260410,195,6490,3.0,1,1,2,3129.22
340,20260411,163,5123,2.0,2,1,1,1452.67
341,20260412,167,5846,3.0,2,1,6,1425.89
342,20260413,118,6306,4.0,1,1,5,882.31
343,20260414,117,5485,3.0,2,1,3,2239.93
344,20260415,195,5669,,2,2,4,2843.35
345,20260416,126,5279,5.0,1,1,2,798.75
346,20260417,141,5833,1.0,2,1,2,2298.27
347,20260418,116,5186,2.0,2,1,6,2353.39
348,20260419,142,5304,,1,2,6,1009.72
349,20260420,166,5101,3.0,2,1,2,1922.97
350,20260421,158,6139,5.0,1,1,1,2117.57
351,20260422,118,5249,1.0,1,1,2,3715.59
352,20260423,148,6406,1.0,2,1,1,3794.69
353,20260424,183,5909,2.0,1,1,3,757.89
354,20260425,107,5345,5.0,2,1,6,4269.12
355,20260426,188,5874,2.0,2,1,2,617.93
356,20260427,158,5305,,1,2,5,2229.91
357,20260428,138,6022,4.0,2,1,1,1483.14
358,20260429,154,5409,5.0,1,1,6,2032.06
359,20260430,103,5784,,2,2,4,3627.01
360,20260501,173,6029,3.0,2,1,3,2438.72
361,20260201,129,5061,3.0,1,1,4,1775.51
362,20260202,130,5327,1.0,1,1,6,3567.37
363,20260203,195,5115,2.0,2,1,3,2634.76
364,20260204,123,5361,,1,2,5,5956.02
365,20260205,146,6212,1.0,2,1,5,3452.42
366,20260206,125,6009,5.0,2,1,2,2752.44
367,20260207,130,6233,2.0,1,1,5,861.03
368,20260208,179,5413,2.0,2,1,6,1826.94
369,20260209,142,5122,1.0,1,1,5,3709.7
370,20260210,115,6078,,2,2,1,1536.59
371,20260211,151,6201,1.0,2,1,3,4267.69
372,20260212,194,5895,4.0,2,1,2,4403.44
373,20260213,179,5731,,1,2,6,3722.28
374,20260214,140,6411,3.0,1,1,2,1201.41
375,20260215,174,5802,,1,2,2,5733.7
376,20260216,179,5453,5.0,1,1,4,4184.15
377,20260217,131,5711,3.0,1,1,6,3481.37
378,20260218,191,6373,,2,2,4,1261.38
379,20260219,189,5139,3.0,2,1,1,1338.74
380,20260220,157,5860,,1,2,4,1050.37
381,20260221,170,5769,1.0,2,1,5,2014.85
382,20260222,121,5925,,1,2,1,4373.23
383,20260223,114,5152,3.0,1,1,4,1774.87
384,20260224,112,5693,5.0,2,1,6,800.01
385,20260225,122,6244,4.0,1,1,1,4269.77
386,20260226,125,5839,5.0,2,1,6,1322.2
387,20260227,107,5805,5.0,2,1,2,1450.19
388,20260228,112,5604,5.0,2,1,2,515.26
389,20260301,182,5598,1.0,2,1,1,1327.81
390,20260302,163,6354,3.0,1,1,6,2089.87
391,20260303,149,5757,2.0,2,1,1,1239.52
392,20260304,129,5551,5.0,1,1,2,2360.23
393,20260305,111,6369,,2,2,5,4270.84
394,20260306,130,6134,1.0,2,1,5,3525.83
395,20260307,161,6173,2.0,2,1,3,2642.06
396,20260308,192,5072,5.0,1,1,1,4111.11
397,20260309,122,5434,,1,2,2,3135.01
398,20260310,188,5892,2.0,1,1,5,813.47
399,20260311,109,5179,4.0,2,1,5,4143.22
400,20260312,159,5026,5.0,2,1,1,1604.8
401,20260313,176,6194,1.0,1,1,5,1092.8
402,20260314,169,5705,,2,2,3,4885.88
403,20260315,178,5969,1.0,1,1,3,2442.34
404,20260316,188,6421,4.0,1,1,4,2972.98
405,20260317,131,5101,,2,2,3,2523.77
406,20260318,139,5637,,2,2,4,905.21
407,20260319,130,5276,,2,2,6,4361.23
408,20260320,135,6493,4.0,1,1,2,3803.29
409,20260321,153,5993,5.0,2,1,1,4153.73
410,20260322,140,6454,5.0,2,1,2,1135.89
411,20260323,173,5060,,1,2,2,3526.29
412,20260324,9999,5511,,1,2,4,1843.78
413,20260325,126,5562,3.0,2,1,5,1941.5
414,20260326,188,5063,2.0,2,1,4,4192.29
415,20260327,161,6202,5.0,2,1,3,1210.33
416,20260328,196,6411,1.0,2,1,1,-4077.97
417,20260329,174,5439,2.0,1,1,6,1151.63
418,20260330,166,5042,1.0,2,1,2,3106.35
419,20260331,102,5459,3.0,2,1,6,2904.57
420,20260401,155,5772,,2,2,4,4142.25
421,20260402,187,6067,5.0,2,1,5,2366.79
422,20260403,185,5767,5.0,2,1,3,2546.05
423,20260404,144,5567,,2,2,3,3305.04
424,20260405,184,5612,2.0,1,1,5,3344.38
425,20260406,177,5828,,2,2,6,5478.37
426,20260407,164,5606,3.0,2,1,4,601.82
427,20260408,191,6172,2.0,2,1,6,641.28
428,20260409,182,5975,,2,2,5,4368.85
429,20260410,185,6144,2.0,2,1,1,1179.95
430,20260411,193,6145,2.0,2,1,6,3463.68
431,20260412,196,5629,4.0,2,1,3,1921.13
432,20260413,116,5964,1.0,1,1,4,1676.2
433,20260414,188,5782,,2,2,4,3402.48
434,20260415,118,5411,3.0,2,1,5,3916.96
435,20260416,119,5648,,1,2,1,5930.58
436,20260417,123,5642,1.0,1,1,4,3024.13
437,20260418,122,6181,2.0,2,1,1,3544.77
438,20260419,155,5827,4.0,2,1,4,2234.85
439,20260420,194,5765,1.0,2,1,5,2635.13
440,20260421,181,5510,2.0,2,1,3,3206.99
441,20260422,176,5627,2.0,1,1,1,2034.2
442,20260423,194,6066,5.0,2,1,4,1663.31
443,20260424,144,6004,,2,2,2,5976.46
444,20260425,152,5040,2.0,1,1,6,4127.58
445,20260426,103,6208,,1,2,1,1898.19
446,20260427,105,5769,3.0,1,1,5,3102.16
447,20260428,184,5041,,1,2,6,4242.24
448,20260429,116,6121,3.0,2,1,6,2277.26
449,20260430,181,5020,3.0,2,1,6,3280.77
450,20260501,180,6241,2.0,2,1,1,2581.24
451,20260201,137,5234,1.0,2,1,2,2970.79
452,20260202,167,5414,3.0,2,1,3,3611.84
453,20260203,127,6410,4.0,2,1,2,2692.56
454,20260204,115,6176,4.0,1,1,1,3186.53
455,20260205,193,5208,,2,2,6,1190.25
456,20260206,138,5541,4.0,1,1,1,4454.66
457,20260207,138,5738,,2,2,4,5345.53
458,20260208,198,5094,,1,2,2,1293.99
459,20260209,146,5897,,2,2,6,1686.66
460,20260210,124,5234,4.0,2,1,4,3759.86
461,20260211,162,5864,2.0,1,1,2,2042.86
462,20260212,121,5213,,2,2,5,1104.96
463,20260213,157,5372,5.0,2,1,3,2775.77
464,20260214,194,5268,4.0,2,1,1,3950.3
465,20260215,109,5536,,2,2,1,3091.58
466,20260216,199,6181,,1,2,6,4325.23
467,20260217,189,6435,,1,2,4,3499.32
468,20260218,145,6360,,2,2,2,2092.6
469,20260219,179,5112,,1,2,6,3703.39
470,20260220,161,6016,,1,2,1,3428.95
471,20260221,143,5570,,1,2,5,2467.3
472,20260222,152,5482,1.0,2,1,4,3073.27
473,20260223,164,5916,,2,2,1,3130.11
474,20260224,103,5211,,2,2,4,4675.24
475,20260225,112,6238,5.0,2,1,5,2696.4
476,20260226,159,5699,3.0,1,1,2,3118.38
477,20260227,199,6270,,2,2,6,2526.26
478,20260228,115,5200,,1,2,1,4522.75
479,20260301,138,6122,5.0,2,1,6,3819.54
480,20260302,164,5288,4.0,1,1,3,4087.51
481,20260303,151,5442,4.0,1,1,6,1250.17
482,20260304,106,6297,5.0,1,1,4,3528.6
483,20260305,165,5276,4.0,1,1,5,2857.26
484,20260306,156,6199,,2,2,5,3676.78
485,20260307,189,6185,,1,2,6,5532.94
486,20260308,185,6230,,2,2,5,1338.48
487,20260309,178,6419,,1,2,3,2977.06
488,20260310,138,5928,2.0,1,1,4,1871.44
489,20260311,166,5613,5.0,2,1,6,4045.75
490,20260312,128,5412,,1,2,5,3678.62
491,20260313,187,5272,,1,2,5,4370.38
492,20260314,191,5237,3.0,2,1,5,3047.51
493,20260315,154,6381,5.0,2,1,4,3168.63
494,20260316,104,5781,,1,2,1,3518.2
495,20260317,197,5330,,2,2,6,1839.49
496,20260318,189,5605,2.0,1,1,3,3857.53
497,20260319,187,6151,,1,2,6,1332.9
498,20260320,166,6426,3.0,1,1,4,2055.55
499,20260321,188,5641,5.0,1,1,1,4326.81
500,20260322,200,5908,,1,2,6,1856.05
501,20260323,197,6206,,1,2,6,4167.69
502,20260324,123,6399,,1,2,2,2329.72
503,20260325,116,5773,,1,2,4,4622.41
504,20260326,121,6197,3.0,1,1,3,1556.96
505,20260327,106,5315,3.0,1,1,6,4249.98
506,20260328,163,6173,5.0,2,1,1,3147.56
507,20260329,129,5377,,1,2,5,2452.87
508,20260330,152,5189,3.0,1,1,2,2672.32
509,20260331,138,5448,,2,2,5,2521.55
510,20260401,102,5235,,2,2,4,5901.89
511,20260402,180,5500,1.0,2,1,4,3069.06
512,20260403,150,5526,,2,2,1,5713.94
513,20260404,148,6054,,2,2,4,5074.97
514,20260405,125,5657,5.0,1,1,1,4093.13
515,20260406,169,6093,1.0,1,1,2,4325.1
516,20260407,188,5869,,1,2,2,4822.63
517,20260408,195,5892,1.0,1,1,1,3310.97
518,20260409,112,5151,1.0,1,1,3,1826.86
519,20260410,130,5530,4.0,2,1,4,2799.85
520,20260411,103,5798,1.0,1,1,6,2232.1
521,20260412,196,6200,,1,2,6,1128.84
522,20260413,165,5218,,2,2,6,2660.04
523,20260414,198,5897,4.0,2,1,6,846.02
524,20260415,129,5280,4.0,2,1,6,1125.29
525,20260416,194,6327,3.0,1,1,5,3209.16
526,20260417,106,5011,,2,2,5,1535.14
527,20260418,127,6487,3.0,1,1,4,840.51
528,20260419,119,5330,,1,2,2,5227.59
529,20260420,115,5372,5.0,1,1,5,1510.97
530,20260421,138,6376,1.0,2,1,1,2698.66
531,20260422,143,5732,2.0,1,1,1,2822.38
532,20260423,125,5651,4.0,2,1,3,779.24
533,20260424,175,5313,5.0,2,1,3,1722.7
534,20260425,141,5505,,1,2,6,1676.93
535,20260426,147,5276,,2,2,4,3067.85
536,20260427,140,5998,5.0,1,1,2,1934.97
537,20260428,136,5287,5.0,1,1,3,827.89
538,20260429,194,5155,,1,2,5,4058.42
539,20260430,175,5830,5.0,1,1,1,3750.57
540,20260501,170,5967,2.0,2,1,4,2673.88
541,20260201,194,5596,2.0,2,1,5,3588.58
542,20260202,165,5022,2.0,1,1,5,2087.14
543,20260203,173,6159,2.0,2,1,3,1136.89
544,20260204,130,5129,3.0,2,1,2,3545.89
545,20260205,147,5795,4.0,2,1,1,1327.1
546,20260206,114,6442,5.0,2,1,6,3094.1
547,20260207,123,5772,4.0,2,1,5,2677.4
548,20260208,167,5516,,2,2,2,5144.44
549,20260209,145,5998,4.0,1,1,5,1911.59
550,20260210,130,5158,,2,2,2,3087.47
551,20260211,178,6470,1.0,1,1,4,1129.43
552,20260212,162,6383,,2,2,4,4545.33
553,20260213,153,5046,2.0,1,1,2,1144.99
554,20260214,181,6050,1.0,1,1,1,1144.52
555,20260215,167,5831,5.0,1,1,6,4189.79
556,20260216,111,5444,,2,2,5,5070.78
557,20260217,122,5450,,2,2,5,5309.97
